period,candidate,L2,share_smooth,period_start,period_end
2023-06-12/2023-06-18,侯友宜,L2-03,0.0,2023-06-12,2023-06-12/2023-06-18
2023-06-12/2023-06-18,侯友宜,L2-04,0.0032223415682062296,2023-06-12,2023-06-12/2023-06-18
2023-06-12/2023-06-18,侯友宜,L2-05,0.10299558419859174,2023-06-12,2023-06-12/2023-06-18
2023-06-12/2023-06-18,侯友宜,L2-06,0.022080996141146524,2023-06-12,2023-06-12/2023-06-18
2023-06-12/2023-06-18,侯友宜,L2-07,0.10844855903932164,2023-06-12,2023-06-12/2023-06-18
2023-06-12/2023-06-18,侯友宜,L2-08,0.01789195210247842,2023-06-12,2023-06-12/2023-06-18
2023-06-12/2023-06-18,柯文哲,L2-01,0.16201071370215114,2023-06-12,2023-06-12/2023-06-18
2023-06-12/2023-06-18,柯文哲,L2-02,0.014612598286067674,2023-06-12,2023-06-12/2023-06-18
2023-06-12/2023-06-18,柯文哲,L2-03,0.008643004067804423,2023-06-12,2023-06-12/2023-06-18
2023-06-12/2023-06-18,柯文哲,L2-04,0.054170531849103275,2023-06-12,2023-06-12/2023-06-18
2023-06-12/2023-06-18,柯文哲,L2-05,0.24354858576797356,2023-06-12,2023-06-12/2023-06-18
2023-06-12/2023-06-18,柯文哲,L2-06,0.13883800870823942,2023-06-12,2023-06-12/2023-06-18
2023-06-12/2023-06-18,柯文哲,L2-07,0.1529261536304571,2023-06-12,2023-06-12/2023-06-18
2023-06-12/2023-06-18,柯文哲,L2-08,0.014535006549203533,2023-06-12,2023-06-12/2023-06-18
2023-06-12/2023-06-18,赖清德,L2-01,0.12273386947608746,2023-06-12,2023-06-12/2023-06-18
2023-06-12/2023-06-18,赖清德,L2-02,0.00474137341053123,2023-06-12,2023-06-12/2023-06-18
2023-06-12/2023-06-18,赖清德,L2-03,0.019578870509242657,2023-06-12,2023-06-12/2023-06-18
2023-06-12/2023-06-18,赖清德,L2-04,0.005147769735294886,2023-06-12,2023-06-12/2023-06-18
2023-06-12/2023-06-18,赖清德,L2-05,0.11592295963565598,2023-06-12,2023-06-12/2023-06-18
2023-06-12/2023-06-18,赖清德,L2-06,0.136178850541497,2023-06-12,2023-06-12/2023-06-18
2023-06-12/2023-06-18,赖清德,L2-07,0.2727476375587733,2023-06-12,2023-06-12/2023-06-18
2023-06-12/2023-06-18,赖清德,L2-08,0.05357904273836846,2023-06-12,2023-06-12/2023-06-18
2023-06-19/2023-06-25,侯友宜,L2-01,0.09836860058220911,2023-06-19,2023-06-19/2023-06-25
2023-06-19/2023-06-25,侯友宜,L2-02,0.023876744373638785,2023-06-19,2023-06-19/2023-06-25
2023-06-19/2023-06-25,侯友宜,L2-03,0.00927643784786642,2023-06-19,2023-06-19/2023-06-25
2023-06-19/2023-06-25,侯友宜,L2-04,0.03910496172673355,2023-06-19,2023-06-19/2023-06-25
2023-06-19/2023-06-25,侯友宜,L2-05,0.19072741006612953,2023-06-19,2023-06-19/2023-06-25
2023-06-19/2023-06-25,侯友宜,L2-06,0.1345169144590057,2023-06-19,2023-06-19/2023-06-25
2023-06-19/2023-06-25,侯友宜,L2-07,0.2659212096609939,2023-06-19,2023-06-19/2023-06-25
2023-06-19/2023-06-25,侯友宜,L2-08,0.03734732087134833,2023-06-19,2023-06-19/2023-06-25
2023-06-19/2023-06-25,柯文哲,L2-01,0.21111242133541674,2023-06-19,2023-06-19/2023-06-25
2023-06-19/2023-06-25,柯文哲,L2-02,0.058794946550048584,2023-06-19,2023-06-19/2023-06-25
2023-06-19/2023-06-25,柯文哲,L2-03,0.07232205402592551,2023-06-19,2023-06-19/2023-06-25
2023-06-19/2023-06-25,柯文哲,L2-04,0.01957725947521866,2023-06-19,2023-06-19/2023-06-25
2023-06-19/2023-06-25,柯文哲,L2-05,0.21700281279765707,2023-06-19,2023-06-19/2023-06-25
2023-06-19/2023-06-25,柯文哲,L2-06,0.10611975899067853,2023-06-19,2023-06-19/2023-06-25
2023-06-19/2023-06-25,柯文哲,L2-07,0.1248098927800511,2023-06-19,2023-06-19/2023-06-25
2023-06-19/2023-06-25,柯文哲,L2-08,0.07240757172434191,2023-06-19,2023-06-19/2023-06-25
2023-06-19/2023-06-25,赖清德,L2-01,0.1873985061374101,2023-06-19,2023-06-19/2023-06-25
2023-06-19/2023-06-25,赖清德,L2-02,0.05109508592169264,2023-06-19,2023-06-19/2023-06-25
2023-06-19/2023-06-25,赖清德,L2-03,0.02656926406926407,2023-06-19,2023-06-19/2023-06-25
2023-06-19/2023-06-25,赖清德,L2-04,0.007439441845880477,2023-06-19,2023-06-19/2023-06-25
2023-06-19/2023-06-25,赖清德,L2-05,0.16625287759149754,2023-06-19,2023-06-19/2023-06-25
2023-06-19/2023-06-25,赖清德,L2-06,0.12617558547106425,2023-06-19,2023-06-19/2023-06-25
2023-06-19/2023-06-25,赖清德,L2-07,0.31791035876578544,2023-06-19,2023-06-19/2023-06-25
2023-06-19/2023-06-25,赖清德,L2-08,0.10249334048600235,2023-06-19,2023-06-19/2023-06-25
2023-06-26/2023-07-02,侯友宜,L2-01,0.06570793891113322,2023-06-26,2023-06-26/2023-07-02
2023-06-26/2023-07-02,侯友宜,L2-02,0.020730821973058,2023-06-26,2023-06-26/2023-07-02
2023-06-26/2023-07-02,侯友宜,L2-03,0.0037105751391465678,2023-06-26,2023-06-26/2023-07-02
2023-06-26/2023-07-02,侯友宜,L2-04,0.018845957355274123,2023-06-26,2023-06-26/2023-07-02
2023-06-26/2023-07-02,侯友宜,L2-05,0.12432961891701909,2023-06-26,2023-06-26/2023-07-02
2023-06-26/2023-07-02,侯友宜,L2-06,0.1180580141538438,2023-06-26,2023-06-26/2023-07-02
2023-06-26/2023-07-02,侯友宜,L2-07,0.1374189450498235,2023-06-26,2023-06-26/2023-07-02
2023-06-26/2023-07-02,侯友宜,L2-08,0.018536742760345247,2023-06-26,2023-06-26/2023-07-02
2023-06-26/2023-07-02,柯文哲,L2-01,0.12662656355459792,2023-06-26,2023-06-26/2023-07-02
2023-06-26/2023-07-02,柯文哲,L2-02,0.03290224514714311,2023-06-26,2023-06-26/2023-07-02
2023-06-26/2023-07-02,柯文哲,L2-03,0.018021768182885263,2023-06-26,2023-06-26/2023-07-02
2023-06-26/2023-07-02,柯文哲,L2-04,0.009096209912536443,2023-06-26,2023-06-26/2023-07-02
2023-06-26/2023-07-02,柯文哲,L2-05,0.15707277327041025,2023-06-26,2023-06-26/2023-07-02
2023-06-26/2023-07-02,柯文哲,L2-06,0.10117880706391155,2023-06-26,2023-06-26/2023-07-02
2023-06-26/2023-07-02,柯文哲,L2-07,0.20020376418179686,2023-06-26,2023-06-26/2023-07-02
2023-06-26/2023-07-02,柯文哲,L2-08,0.10750234916133536,2023-06-26,2023-06-26/2023-07-02
2023-06-26/2023-07-02,赖清德,L2-01,0.08821273716313356,2023-06-26,2023-06-26/2023-07-02
2023-06-26/2023-07-02,赖清德,L2-02,0.034065972430027736,2023-06-26,2023-06-26/2023-07-02
2023-06-26/2023-07-02,赖清德,L2-03,0.024056779011125407,2023-06-26,2023-06-26/2023-07-02
2023-06-26/2023-07-02,赖清德,L2-04,0.0016326530612244899,2023-06-26,2023-06-26/2023-07-02
2023-06-26/2023-07-02,赖清德,L2-05,0.23683585679950564,2023-06-26,2023-06-26/2023-07-02
2023-06-26/2023-07-02,赖清德,L2-06,0.13407524638969812,2023-06-26,2023-06-26/2023-07-02
2023-06-26/2023-07-02,赖清德,L2-07,0.24657623673137313,2023-06-26,2023-06-26/2023-07-02
2023-06-26/2023-07-02,赖清德,L2-08,0.011776886707762299,2023-06-26,2023-06-26/2023-07-02
2023-07-03/2023-07-09,侯友宜,L2-01,0.15127587831669462,2023-07-03,2023-07-03/2023-07-09
2023-07-03/2023-07-09,侯友宜,L2-02,0.03416545189504373,2023-07-03,2023-07-03/2023-07-09
2023-07-03/2023-07-09,侯友宜,L2-03,0.01652089407191448,2023-07-03,2023-07-03/2023-07-09
2023-07-03/2023-07-09,侯友宜,L2-04,0.008503401360544217,2023-07-03,2023-07-03/2023-07-09
2023-07-03/2023-07-09,侯友宜,L2-05,0.22108475424801957,2023-07-03,2023-07-03/2023-07-09
2023-07-03/2023-07-09,侯友宜,L2-06,0.1049893983567453,2023-07-03,2023-07-03/2023-07-09
2023-07-03/2023-07-09,侯友宜,L2-07,0.25027056277056275,2023-07-03,2023-07-03/2023-07-09
2023-07-03/2023-07-09,侯友宜,L2-08,0.035613054745707806,2023-07-03,2023-07-03/2023-07-09
2023-07-03/2023-07-09,柯文哲,L2-01,0.24444345463938083,2023-07-03,2023-07-03/2023-07-09
2023-07-03/2023-07-09,柯文哲,L2-02,0.060990357681534144,2023-07-03,2023-07-03/2023-07-09
2023-07-03/2023-07-09,柯文哲,L2-03,0.14613885688054487,2023-07-03,2023-07-03/2023-07-09
2023-07-03/2023-07-09,柯文哲,L2-04,0.0063775510204081625,2023-07-03,2023-07-03/2023-07-09
2023-07-03/2023-07-09,柯文哲,L2-05,0.20931607592869925,2023-07-03,2023-07-03/2023-07-09
2023-07-03/2023-07-09,柯文哲,L2-06,0.19042955865051817,2023-07-03,2023-07-03/2023-07-09
2023-07-03/2023-07-09,柯文哲,L2-07,0.2955007429123338,2023-07-03,2023-07-03/2023-07-09
2023-07-03/2023-07-09,柯文哲,L2-08,0.1547211362158414,2023-07-03,2023-07-03/2023-07-09
2023-07-03/2023-07-09,赖清德,L2-01,0.19042399629064577,2023-07-03,2023-07-03/2023-07-09
2023-07-03/2023-07-09,赖清德,L2-02,0.014533085961657397,2023-07-03,2023-07-03/2023-07-09
2023-07-03/2023-07-09,赖清德,L2-03,0.04385175831722966,2023-07-03,2023-07-03/2023-07-09
2023-07-03/2023-07-09,赖清德,L2-04,0.011904761904761904,2023-07-03,2023-07-03/2023-07-09
2023-07-03/2023-07-09,赖清德,L2-05,0.20301657065035575,2023-07-03,2023-07-03/2023-07-09
2023-07-03/2023-07-09,赖清德,L2-06,0.21313097976514467,2023-07-03,2023-07-03/2023-07-09
2023-07-03/2023-07-09,赖清德,L2-07,0.35221665384990086,2023-07-03,2023-07-03/2023-07-09
2023-07-03/2023-07-09,赖清德,L2-08,0.04957050415361177,2023-07-03,2023-07-03/2023-07-09
2023-07-10/2023-07-16,侯友宜,L2-01,0.1344995140913508,2023-07-10,2023-07-10/2023-07-16
2023-07-10/2023-07-16,侯友宜,L2-02,0.0018950437317784255,2023-07-10,2023-07-10/2023-07-16
2023-07-10/2023-07-16,侯友宜,L2-03,0.007402008422416585,2023-07-10,2023-07-10/2023-07-16
2023-07-10/2023-07-16,侯友宜,L2-04,0.0,2023-07-10,2023-07-10/2023-07-16
2023-07-10/2023-07-16,侯友宜,L2-05,0.028765792031098154,2023-07-10,2023-07-10/2023-07-16
2023-07-10/2023-07-16,侯友宜,L2-06,0.146274700356333,2023-07-10,2023-07-10/2023-07-16
2023-07-10/2023-07-16,侯友宜,L2-07,0.14695497246517655,2023-07-10,2023-07-10/2023-07-16
2023-07-10/2023-07-16,侯友宜,L2-08,0.024505992873339814,2023-07-10,2023-07-10/2023-07-16
2023-07-10/2023-07-16,柯文哲,L2-01,0.13698418761443973,2023-07-10,2023-07-10/2023-07-16
2023-07-10/2023-07-16,柯文哲,L2-02,0.011752428244024882,2023-07-10,2023-07-10/2023-07-16
2023-07-10/2023-07-16,柯文哲,L2-03,0.059380418834200366,2023-07-10,2023-07-10/2023-07-16
2023-07-10/2023-07-16,柯文哲,L2-04,0.07350546279117708,2023-07-10,2023-07-10/2023-07-16
2023-07-10/2023-07-16,柯文哲,L2-05,0.05943483453987657,2023-07-10,2023-07-10/2023-07-16
2023-07-10/2023-07-16,柯文哲,L2-06,0.21920586416384738,2023-07-10,2023-07-10/2023-07-16
2023-07-10/2023-07-16,柯文哲,L2-07,0.2526412079983509,2023-07-10,2023-07-10/2023-07-16
2023-07-10/2023-07-16,柯文哲,L2-08,0.029279439048346626,2023-07-10,2023-07-10/2023-07-16
2023-07-10/2023-07-16,赖清德,L2-01,0.17279026901348088,2023-07-10,2023-07-10/2023-07-16
2023-07-10/2023-07-16,赖清德,L2-02,0.011384382812954248,2023-07-10,2023-07-10/2023-07-16
2023-07-10/2023-07-16,赖清德,L2-03,0.0866465854739575,2023-07-10,2023-07-10/2023-07-16
2023-07-10/2023-07-16,赖清德,L2-04,0.024404035118320833,2023-07-10,2023-07-10/2023-07-16
2023-07-10/2023-07-16,赖清德,L2-05,0.18932471867789918,2023-07-10,2023-07-10/2023-07-16
2023-07-10/2023-07-16,赖清德,L2-06,0.14410623811081144,2023-07-10,2023-07-10/2023-07-16
2023-07-10/2023-07-16,赖清德,L2-07,0.240999600939064,2023-07-10,2023-07-10/2023-07-16
2023-07-10/2023-07-16,赖清德,L2-08,0.06150795989437595,2023-07-10,2023-07-10/2023-07-16
2023-07-17/2023-07-23,侯友宜,L2-01,0.10507288629737609,2023-07-17,2023-07-17/2023-07-23
2023-07-17/2023-07-23,侯友宜,L2-02,0.005189504373177842,2023-07-17,2023-07-17/2023-07-23
2023-07-17/2023-07-23,侯友宜,L2-03,0.0008163265306122449,2023-07-17,2023-07-17/2023-07-23
2023-07-17/2023-07-23,侯友宜,L2-04,0.0,2023-07-17,2023-07-17/2023-07-23
2023-07-17/2023-07-23,侯友宜,L2-05,0.00489795918367347,2023-07-17,2023-07-17/2023-07-23
2023-07-17/2023-07-23,侯友宜,L2-06,0.24087463556851313,2023-07-17,2023-07-17/2023-07-23
2023-07-17/2023-07-23,侯友宜,L2-07,0.10758017492711369,2023-07-17,2023-07-17/2023-07-23
2023-07-17/2023-07-23,侯友宜,L2-08,0.0016326530612244899,2023-07-17,2023-07-17/2023-07-23
2023-07-17/2023-07-23,柯文哲,L2-01,0.17636786772125118,2023-07-17,2023-07-17/2023-07-23
2023-07-17/2023-07-23,柯文哲,L2-02,0.019285226052143344,2023-07-17,2023-07-17/2023-07-23
2023-07-17/2023-07-23,柯文哲,L2-03,0.025707124955245266,2023-07-17,2023-07-17/2023-07-23
2023-07-17/2023-07-23,柯文哲,L2-04,0.047856654623571915,2023-07-17,2023-07-17/2023-07-23
2023-07-17/2023-07-23,柯文哲,L2-05,0.10753507144484589,2023-07-17,2023-07-17/2023-07-23
2023-07-17/2023-07-23,柯文哲,L2-06,0.17857305601666504,2023-07-17,2023-07-17/2023-07-23
2023-07-17/2023-07-23,柯文哲,L2-07,0.3238672981154184,2023-07-17,2023-07-17/2023-07-23
2023-07-17/2023-07-23,柯文哲,L2-08,0.06447449793314457,2023-07-17,2023-07-17/2023-07-23
2023-07-17/2023-07-23,赖清德,L2-01,0.32401415850893206,2023-07-17,2023-07-17/2023-07-23
2023-07-17/2023-07-23,赖清德,L2-02,0.03720855863713007,2023-07-17,2023-07-17/2023-07-23
2023-07-17/2023-07-23,赖清德,L2-03,0.07899863718679048,2023-07-17,2023-07-17/2023-07-23
2023-07-17/2023-07-23,赖清德,L2-04,0.017448688877260306,2023-07-17,2023-07-17/2023-07-23
2023-07-17/2023-07-23,赖清德,L2-05,0.16574389605748488,2023-07-17,2023-07-17/2023-07-23
2023-07-17/2023-07-23,赖清德,L2-06,0.1823629848020092,2023-07-17,2023-07-17/2023-07-23
2023-07-17/2023-07-23,赖清德,L2-07,0.22435117469960675,2023-07-17,2023-07-17/2023-07-23
2023-07-17/2023-07-23,赖清德,L2-08,0.08256584685156117,2023-07-17,2023-07-17/2023-07-23
2023-07-24/2023-07-30,侯友宜,L2-01,0.0983673469387755,2023-07-24,2023-07-24/2023-07-30
2023-07-24/2023-07-30,侯友宜,L2-02,0.00489795918367347,2023-07-24,2023-07-24/2023-07-30
2023-07-24/2023-07-30,侯友宜,L2-03,0.00489795918367347,2023-07-24,2023-07-24/2023-07-30
2023-07-24/2023-07-30,侯友宜,L2-04,0.0,2023-07-24,2023-07-24/2023-07-30
2023-07-24/2023-07-30,侯友宜,L2-05,0.060000000000000005,2023-07-24,2023-07-24/2023-07-30
2023-07-24/2023-07-30,侯友宜,L2-06,0.09102040816326533,2023-07-24,2023-07-24/2023-07-30
2023-07-24/2023-07-30,侯友宜,L2-07,0.11836734693877549,2023-07-24,2023-07-24/2023-07-30
2023-07-24/2023-07-30,侯友宜,L2-08,0.00979591836734694,2023-07-24,2023-07-24/2023-07-30
2023-07-24/2023-07-30,柯文哲,L2-01,0.08293325304603501,2023-07-24,2023-07-24/2023-07-30
2023-07-24/2023-07-30,柯文哲,L2-02,0.02586498714318263,2023-07-24,2023-07-24/2023-07-30
2023-07-24/2023-07-30,柯文哲,L2-03,0.028839259558915847,2023-07-24,2023-07-24/2023-07-30
2023-07-24/2023-07-30,柯文哲,L2-04,0.024751814601438663,2023-07-24,2023-07-24/2023-07-30
2023-07-24/2023-07-30,柯文哲,L2-05,0.07692147034252302,2023-07-24,2023-07-24/2023-07-30
2023-07-24/2023-07-30,柯文哲,L2-06,0.30888526976067254,2023-07-24,2023-07-24/2023-07-30
2023-07-24/2023-07-30,柯文哲,L2-07,0.25357348225232224,2023-07-24,2023-07-24/2023-07-30
2023-07-24/2023-07-30,柯文哲,L2-08,0.050458939556683936,2023-07-24,2023-07-24/2023-07-30
2023-07-24/2023-07-30,赖清德,L2-01,0.16717122447314842,2023-07-24,2023-07-24/2023-07-30
2023-07-24/2023-07-30,赖清德,L2-02,0.03672957477305304,2023-07-24,2023-07-24/2023-07-30
2023-07-24/2023-07-30,赖清德,L2-03,0.054990197400438263,2023-07-24,2023-07-24/2023-07-30
2023-07-24/2023-07-30,赖清德,L2-04,0.030029154518950437,2023-07-24,2023-07-24/2023-07-30
2023-07-24/2023-07-30,赖清德,L2-05,0.1827591216179525,2023-07-24,2023-07-24/2023-07-30
2023-07-24/2023-07-30,赖清德,L2-06,0.29004691501715757,2023-07-24,2023-07-24/2023-07-30
2023-07-24/2023-07-30,赖清德,L2-07,0.3696779070548196,2023-07-24,2023-07-24/2023-07-30
2023-07-24/2023-07-30,赖清德,L2-08,0.13754278108759033,2023-07-24,2023-07-24/2023-07-30
2023-07-31/2023-08-06,侯友宜,L2-01,0.20758017492711373,2023-07-31,2023-07-31/2023-08-06
2023-07-31/2023-08-06,侯友宜,L2-02,0.0,2023-07-31,2023-07-31/2023-08-06
2023-07-31/2023-08-06,侯友宜,L2-03,0.040330417881438284,2023-07-31,2023-07-31/2023-08-06
2023-07-31/2023-08-06,侯友宜,L2-04,0.006122448979591836,2023-07-31,2023-07-31/2023-08-06
2023-07-31/2023-08-06,侯友宜,L2-05,0.11020408163265306,2023-07-31,2023-07-31/2023-08-06
2023-07-31/2023-08-06,侯友宜,L2-06,0.09771622934888244,2023-07-31,2023-07-31/2023-08-06
2023-07-31/2023-08-06,侯友宜,L2-07,0.15461613216715256,2023-07-31,2023-07-31/2023-08-06
2023-07-31/2023-08-06,侯友宜,L2-08,0.03887269193391642,2023-07-31,2023-07-31/2023-08-06
2023-07-31/2023-08-06,柯文哲,L2-01,0.27888321995464854,2023-07-31,2023-07-31/2023-08-06
2023-07-31/2023-08-06,柯文哲,L2-02,0.02954545454545455,2023-07-31,2023-07-31/2023-08-06
2023-07-31/2023-08-06,柯文哲,L2-03,0.024589186323880206,2023-07-31,2023-07-31/2023-08-06
2023-07-31/2023-08-06,柯文哲,L2-04,0.05259862963944596,2023-07-31,2023-07-31/2023-08-06
2023-07-31/2023-08-06,柯文哲,L2-05,0.19565847984215332,2023-07-31,2023-07-31/2023-08-06
2023-07-31/2023-08-06,柯文哲,L2-06,0.2570621177764035,2023-07-31,2023-07-31/2023-08-06
2023-07-31/2023-08-06,柯文哲,L2-07,0.22884702221436917,2023-07-31,2023-07-31/2023-08-06
2023-07-31/2023-08-06,柯文哲,L2-08,0.10155220818486126,2023-07-31,2023-07-31/2023-08-06
2023-07-31/2023-08-06,赖清德,L2-01,0.20904065287442203,2023-07-31,2023-07-31/2023-08-06
2023-07-31/2023-08-06,赖清德,L2-02,0.02624223602484473,2023-07-31,2023-07-31/2023-08-06
2023-07-31/2023-08-06,赖清德,L2-03,0.04132406585822735,2023-07-31,2023-07-31/2023-08-06
2023-07-31/2023-08-06,赖清德,L2-04,0.06126157229809216,2023-07-31,2023-07-31/2023-08-06
2023-07-31/2023-08-06,赖清德,L2-05,0.15098555876529535,2023-07-31,2023-07-31/2023-08-06
2023-07-31/2023-08-06,赖清德,L2-06,0.26722142164046614,2023-07-31,2023-07-31/2023-08-06
2023-07-31/2023-08-06,赖清德,L2-07,0.2748454988402684,2023-07-31,2023-07-31/2023-08-06
2023-07-31/2023-08-06,赖清德,L2-08,0.06458222604722395,2023-07-31,2023-07-31/2023-08-06
2023-08-07/2023-08-13,侯友宜,L2-01,0.11889374797538062,2023-08-07,2023-08-07/2023-08-13
2023-08-07/2023-08-13,侯友宜,L2-02,0.04166666666666667,2023-08-07,2023-08-07/2023-08-13
2023-08-07/2023-08-13,侯友宜,L2-03,0.056608357628765794,2023-08-07,2023-08-07/2023-08-13
2023-08-07/2023-08-13,侯友宜,L2-04,0.020068027210884354,2023-08-07,2023-08-07/2023-08-13
2023-08-07/2023-08-13,侯友宜,L2-05,0.2603785103785104,2023-08-07,2023-08-07/2023-08-13
2023-08-07/2023-08-13,侯友宜,L2-06,0.22579240487403757,2023-08-07,2023-08-07/2023-08-13
2023-08-07/2023-08-13,侯友宜,L2-07,0.2069397722458947,2023-08-07,2023-08-07/2023-08-13
2023-08-07/2023-08-13,侯友宜,L2-08,0.08272594752186589,2023-08-07,2023-08-07/2023-08-13
2023-08-07/2023-08-13,柯文哲,L2-01,0.14874445430346053,2023-08-07,2023-08-07/2023-08-13
2023-08-07/2023-08-13,柯文哲,L2-02,0.027500739426205265,2023-08-07,2023-08-07/2023-08-13
2023-08-07/2023-08-13,柯文哲,L2-03,0.0564498604028329,2023-08-07,2023-08-07/2023-08-13
2023-08-07/2023-08-13,柯文哲,L2-04,0.004470359572400389,2023-08-07,2023-08-07/2023-08-13
2023-08-07/2023-08-13,柯文哲,L2-05,0.15035767101871805,2023-08-07,2023-08-07/2023-08-13
2023-08-07/2023-08-13,柯文哲,L2-06,0.19947946020261906,2023-08-07,2023-08-07/2023-08-13
2023-08-07/2023-08-13,柯文哲,L2-07,0.23598613453981687,2023-08-07,2023-08-07/2023-08-13
2023-08-07/2023-08-13,柯文哲,L2-08,0.09199983098829596,2023-08-07,2023-08-07/2023-08-13
2023-08-07/2023-08-13,赖清德,L2-01,0.1951882913705171,2023-08-07,2023-08-07/2023-08-13
2023-08-07/2023-08-13,赖清德,L2-02,0.05712859678032705,2023-08-07,2023-08-07/2023-08-13
2023-08-07/2023-08-13,赖清德,L2-03,0.0657550597878903,2023-08-07,2023-08-07/2023-08-13
2023-08-07/2023-08-13,赖清德,L2-04,0.020029026648253286,2023-08-07,2023-08-07/2023-08-13
2023-08-07/2023-08-13,赖清德,L2-05,0.24464683730783765,2023-08-07,2023-08-07/2023-08-13
2023-08-07/2023-08-13,赖清德,L2-06,0.32986218638742804,2023-08-07,2023-08-07/2023-08-13
2023-08-07/2023-08-13,赖清德,L2-07,0.20724164694358035,2023-08-07,2023-08-07/2023-08-13
2023-08-07/2023-08-13,赖清德,L2-08,0.042365804336336264,2023-08-07,2023-08-07/2023-08-13
2023-08-14/2023-08-20,侯友宜,L2-01,0.13514739229024944,2023-08-14,2023-08-14/2023-08-20
2023-08-14/2023-08-20,侯友宜,L2-02,0.005102040816326531,2023-08-14,2023-08-14/2023-08-20
2023-08-14/2023-08-20,侯友宜,L2-03,0.07142857142857144,2023-08-14,2023-08-14/2023-08-20
2023-08-14/2023-08-20,侯友宜,L2-04,0.0,2023-08-14,2023-08-14/2023-08-20
2023-08-14/2023-08-20,侯友宜,L2-05,0.2948107448107448,2023-08-14,2023-08-14/2023-08-20
2023-08-14/2023-08-20,侯友宜,L2-06,0.12472527472527475,2023-08-14,2023-08-14/2023-08-20
2023-08-14/2023-08-20,侯友宜,L2-07,0.26854177568463283,2023-08-14,2023-08-14/2023-08-20
2023-08-14/2023-08-20,侯友宜,L2-08,0.022448979591836733,2023-08-14,2023-08-14/2023-08-20
2023-08-14/2023-08-20,柯文哲,L2-01,0.19049497324985887,2023-08-14,2023-08-14/2023-08-20
2023-08-14/2023-08-20,柯文哲,L2-02,0.03851482667040916,2023-08-14,2023-08-14/2023-08-20
2023-08-14/2023-08-20,柯文哲,L2-03,0.06991854750982156,2023-08-14,2023-08-14/2023-08-20
2023-08-14/2023-08-20,柯文哲,L2-04,0.001511715797430083,2023-08-14,2023-08-14/2023-08-20
2023-08-14/2023-08-20,柯文哲,L2-05,0.17367318866447787,2023-08-14,2023-08-14/2023-08-20
2023-08-14/2023-08-20,柯文哲,L2-06,0.2664549988633461,2023-08-14,2023-08-14/2023-08-20
2023-08-14/2023-08-20,柯文哲,L2-07,0.16307338565254034,2023-08-14,2023-08-14/2023-08-20
2023-08-14/2023-08-20,柯文哲,L2-08,0.0707717848003411,2023-08-14,2023-08-14/2023-08-20
2023-08-14/2023-08-20,赖清德,L2-01,0.4870811281275817,2023-08-14,2023-08-14/2023-08-20
2023-08-14/2023-08-20,赖清德,L2-02,0.04118508088211214,2023-08-14,2023-08-14/2023-08-20
2023-08-14/2023-08-20,赖清德,L2-03,0.13317145309438022,2023-08-14,2023-08-14/2023-08-20
2023-08-14/2023-08-20,赖清德,L2-04,0.012815312460387881,2023-08-14,2023-08-14/2023-08-20
2023-08-14/2023-08-20,赖清德,L2-05,0.2127659629004662,2023-08-14,2023-08-14/2023-08-20
2023-08-14/2023-08-20,赖清德,L2-06,0.18256583809223545,2023-08-14,2023-08-14/2023-08-20
2023-08-14/2023-08-20,赖清德,L2-07,0.1889165323588957,2023-08-14,2023-08-14/2023-08-20
2023-08-14/2023-08-20,赖清德,L2-08,0.0582605573347601,2023-08-14,2023-08-14/2023-08-20
2023-08-21/2023-08-27,侯友宜,L2-01,0.03673469387755101,2023-08-21,2023-08-21/2023-08-27
2023-08-21/2023-08-27,侯友宜,L2-02,0.022448979591836733,2023-08-21,2023-08-21/2023-08-27
2023-08-21/2023-08-27,侯友宜,L2-03,0.00816326530612245,2023-08-21,2023-08-21/2023-08-27
2023-08-21/2023-08-27,侯友宜,L2-04,0.020408163265306124,2023-08-21,2023-08-21/2023-08-27
2023-08-21/2023-08-27,侯友宜,L2-05,0.25102040816326526,2023-08-21,2023-08-21/2023-08-27
2023-08-21/2023-08-27,侯友宜,L2-06,0.020408163265306156,2023-08-21,2023-08-21/2023-08-27
2023-08-21/2023-08-27,侯友宜,L2-07,0.09999999999999998,2023-08-21,2023-08-21/2023-08-27
2023-08-21/2023-08-27,侯友宜,L2-08,0.006122448979591836,2023-08-21,2023-08-21/2023-08-27
2023-08-21/2023-08-27,柯文哲,L2-01,0.22843833393641866,2023-08-21,2023-08-21/2023-08-27
2023-08-21/2023-08-27,柯文哲,L2-02,0.09323175267729122,2023-08-21,2023-08-21/2023-08-27
2023-08-21/2023-08-27,柯文哲,L2-03,0.043697332766088594,2023-08-21,2023-08-21/2023-08-27
2023-08-21/2023-08-27,柯文哲,L2-04,0.029672650790663214,2023-08-21,2023-08-21/2023-08-27
2023-08-21/2023-08-27,柯文哲,L2-05,0.24004819131504482,2023-08-21,2023-08-21/2023-08-27
2023-08-21/2023-08-27,柯文哲,L2-06,0.1448366885373183,2023-08-21,2023-08-21/2023-08-27
2023-08-21/2023-08-27,柯文哲,L2-07,0.19071577986893848,2023-08-21,2023-08-21/2023-08-27
2023-08-21/2023-08-27,柯文哲,L2-08,0.12874555494586012,2023-08-21,2023-08-21/2023-08-27
2023-08-21/2023-08-27,赖清德,L2-01,0.31349788442152665,2023-08-21,2023-08-21/2023-08-27
2023-08-21/2023-08-27,赖清德,L2-02,0.038157654164538854,2023-08-21,2023-08-21/2023-08-27
