period,candidate,L1,share_smooth,period_start,period_end
2023-04-03/2023-04-09,赖清德,L1-01,0.010712707095608082,2023-04-03,2023-04-03/2023-04-09
2023-04-03/2023-04-09,赖清德,L1-02,0.033393432370414464,2023-04-03,2023-04-03/2023-04-09
2023-04-03/2023-04-09,赖清德,L1-03,0.15200178320904872,2023-04-03,2023-04-03/2023-04-09
2023-04-03/2023-04-09,赖清德,L1-04,0.11438621981969753,2023-04-03,2023-04-03/2023-04-09
2023-04-03/2023-04-09,赖清德,L1-05,0.016186391740961394,2023-04-03,2023-04-03/2023-04-09
2023-04-03/2023-04-09,赖清德,L1-06,0.2945100372888879,2023-04-03,2023-04-03/2023-04-09
2023-04-03/2023-04-09,赖清德,L1-07,0.15431963255701445,2023-04-03,2023-04-03/2023-04-09
2023-04-10/2023-04-16,侯友宜,L1-01,0.0,2023-04-10,2023-04-10/2023-04-16
2023-04-10/2023-04-16,侯友宜,L1-02,0.0,2023-04-10,2023-04-10/2023-04-16
2023-04-10/2023-04-16,侯友宜,L1-03,0.027210884353741496,2023-04-10,2023-04-10/2023-04-16
2023-04-10/2023-04-16,侯友宜,L1-04,0.02040816326530612,2023-04-10,2023-04-10/2023-04-16
2023-04-10/2023-04-16,侯友宜,L1-05,0.0,2023-04-10,2023-04-10/2023-04-16
2023-04-10/2023-04-16,侯友宜,L1-06,0.0,2023-04-10,2023-04-10/2023-04-16
2023-04-10/2023-04-16,侯友宜,L1-07,0.05442176870748299,2023-04-10,2023-04-10/2023-04-16
2023-04-10/2023-04-16,柯文哲,L1-01,0.00746640119462419,2023-04-10,2023-04-10/2023-04-16
2023-04-10/2023-04-16,柯文哲,L1-02,0.006802721088435374,2023-04-10,2023-04-10/2023-04-16
2023-04-10/2023-04-16,柯文哲,L1-03,0.1976200122703648,2023-04-10,2023-04-10/2023-04-16
2023-04-10/2023-04-16,柯文哲,L1-04,0.01084981922434317,2023-04-10,2023-04-10/2023-04-16
2023-04-10/2023-04-16,柯文哲,L1-05,0.0,2023-04-10,2023-04-10/2023-04-16
2023-04-10/2023-04-16,柯文哲,L1-06,0.2317864184811758,2023-04-10,2023-04-10/2023-04-16
2023-04-10/2023-04-16,柯文哲,L1-07,0.1781276889655465,2023-04-10,2023-04-10/2023-04-16
2023-04-10/2023-04-16,赖清德,L1-01,0.07943920159512653,2023-04-10,2023-04-10/2023-04-16
2023-04-10/2023-04-16,赖清德,L1-02,0.027337849243621093,2023-04-10,2023-04-10/2023-04-16
2023-04-10/2023-04-16,赖清德,L1-03,0.20753765993130033,2023-04-10,2023-04-10/2023-04-16
2023-04-10/2023-04-16,赖清德,L1-04,0.07804440457501681,2023-04-10,2023-04-10/2023-04-16
2023-04-10/2023-04-16,赖清德,L1-05,0.004909790002957705,2023-04-10,2023-04-10/2023-04-16
2023-04-10/2023-04-16,赖清德,L1-06,0.26112684221603294,2023-04-10,2023-04-10/2023-04-16
2023-04-10/2023-04-16,赖清德,L1-07,0.13752261978288338,2023-04-10,2023-04-10/2023-04-16
2023-04-17/2023-04-23,侯友宜,L1-01,0.0,2023-04-17,2023-04-17/2023-04-23
2023-04-17/2023-04-23,侯友宜,L1-02,0.0,2023-04-17,2023-04-17/2023-04-23
2023-04-17/2023-04-23,侯友宜,L1-03,0.02040816326530612,2023-04-17,2023-04-17/2023-04-23
2023-04-17/2023-04-23,侯友宜,L1-04,0.1457725947521866,2023-04-17,2023-04-17/2023-04-23
2023-04-17/2023-04-23,侯友宜,L1-05,0.0,2023-04-17,2023-04-17/2023-04-23
2023-04-17/2023-04-23,侯友宜,L1-06,0.1793974732750243,2023-04-17,2023-04-17/2023-04-23
2023-04-17/2023-04-23,侯友宜,L1-07,0.20544217687074834,2023-04-17,2023-04-17/2023-04-23
2023-04-17/2023-04-23,柯文哲,L1-01,0.09140030435377842,2023-04-17,2023-04-17/2023-04-23
2023-04-17/2023-04-23,柯文哲,L1-02,0.0403202947845805,2023-04-17,2023-04-17/2023-04-23
2023-04-17/2023-04-23,柯文哲,L1-03,0.3114372681445852,2023-04-17,2023-04-17/2023-04-23
2023-04-17/2023-04-23,柯文哲,L1-04,0.019723011155681782,2023-04-17,2023-04-17/2023-04-23
2023-04-17/2023-04-23,柯文哲,L1-05,0.0,2023-04-17,2023-04-17/2023-04-23
2023-04-17/2023-04-23,柯文哲,L1-06,0.2732591091386439,2023-04-17,2023-04-17/2023-04-23
2023-04-17/2023-04-23,柯文哲,L1-07,0.059778379769668946,2023-04-17,2023-04-17/2023-04-23
2023-04-17/2023-04-23,赖清德,L1-01,0.08860878846312045,2023-04-17,2023-04-17/2023-04-23
2023-04-17/2023-04-23,赖清德,L1-02,0.021357638632533184,2023-04-17,2023-04-17/2023-04-23
2023-04-17/2023-04-23,赖清德,L1-03,0.24667090410621456,2023-04-17,2023-04-17/2023-04-23
2023-04-17/2023-04-23,赖清德,L1-04,0.05733547691120192,2023-04-17,2023-04-17/2023-04-23
2023-04-17/2023-04-23,赖清德,L1-05,0.003401360544217687,2023-04-17,2023-04-17/2023-04-23
2023-04-17/2023-04-23,赖清德,L1-06,0.26976812464478644,2023-04-17,2023-04-17/2023-04-23
2023-04-17/2023-04-23,赖清德,L1-07,0.17000056384078285,2023-04-17,2023-04-17/2023-04-23
2023-04-24/2023-04-30,侯友宜,L1-01,0.0020408163265306124,2023-04-24,2023-04-24/2023-04-30
2023-04-24/2023-04-30,侯友宜,L1-02,0.027210884353741496,2023-04-24,2023-04-24/2023-04-30
2023-04-24/2023-04-30,侯友宜,L1-03,0.07142857142857142,2023-04-24,2023-04-24/2023-04-30
2023-04-24/2023-04-30,侯友宜,L1-04,0.023615160349854225,2023-04-24,2023-04-24/2023-04-30
2023-04-24/2023-04-30,侯友宜,L1-05,0.0,2023-04-24,2023-04-24/2023-04-30
2023-04-24/2023-04-30,侯友宜,L1-06,0.09985422740524781,2023-04-24,2023-04-24/2023-04-30
2023-04-24/2023-04-30,侯友宜,L1-07,0.2248299319727891,2023-04-24,2023-04-24/2023-04-30
2023-04-24/2023-04-30,柯文哲,L1-01,0.12375085169202817,2023-04-24,2023-04-24/2023-04-30
2023-04-24/2023-04-30,柯文哲,L1-02,0.030272108843537416,2023-04-24,2023-04-24/2023-04-30
2023-04-24/2023-04-30,柯文哲,L1-03,0.2625054803626232,2023-04-24,2023-04-24/2023-04-30
2023-04-24/2023-04-30,柯文哲,L1-04,0.0804921968787515,2023-04-24,2023-04-24/2023-04-30
2023-04-24/2023-04-30,柯文哲,L1-05,0.0,2023-04-24,2023-04-24/2023-04-30
2023-04-24/2023-04-30,柯文哲,L1-06,0.18867184434411324,2023-04-24,2023-04-24/2023-04-30
2023-04-24/2023-04-30,柯文哲,L1-07,0.11022588522588521,2023-04-24,2023-04-24/2023-04-30
2023-04-24/2023-04-30,赖清德,L1-01,0.04144800777453839,2023-04-24,2023-04-24/2023-04-30
2023-04-24/2023-04-30,赖清德,L1-02,0.042883646965279625,2023-04-24,2023-04-24/2023-04-30
2023-04-24/2023-04-30,赖清德,L1-03,0.21973267662043172,2023-04-24,2023-04-24/2023-04-30
2023-04-24/2023-04-30,赖清德,L1-04,0.062153237918544026,2023-04-24,2023-04-24/2023-04-30
2023-04-24/2023-04-30,赖清德,L1-05,0.010969387755102039,2023-04-24,2023-04-24/2023-04-30
2023-04-24/2023-04-30,赖清德,L1-06,0.29695534057778955,2023-04-24,2023-04-24/2023-04-30
2023-04-24/2023-04-30,赖清德,L1-07,0.22381688606178402,2023-04-24,2023-04-24/2023-04-30
2023-05-01/2023-05-07,侯友宜,L1-01,0.012244897959183673,2023-05-01,2023-05-01/2023-05-07
2023-05-01/2023-05-07,侯友宜,L1-02,0.02040816326530612,2023-05-01,2023-05-01/2023-05-07
2023-05-01/2023-05-07,侯友宜,L1-03,0.004081632653061225,2023-05-01,2023-05-01/2023-05-07
2023-05-01/2023-05-07,侯友宜,L1-04,0.03673469387755102,2023-05-01,2023-05-01/2023-05-07
2023-05-01/2023-05-07,侯友宜,L1-05,0.0,2023-05-01,2023-05-01/2023-05-07
2023-05-01/2023-05-07,侯友宜,L1-06,0.12993197278911564,2023-05-01,2023-05-01/2023-05-07
2023-05-01/2023-05-07,侯友宜,L1-07,0.32721088435374146,2023-05-01,2023-05-01/2023-05-07
2023-05-01/2023-05-07,柯文哲,L1-01,0.0388682745825603,2023-05-01,2023-05-01/2023-05-07
2023-05-01/2023-05-07,柯文哲,L1-02,0.0530612244897959,2023-05-01,2023-05-01/2023-05-07
2023-05-01/2023-05-07,柯文哲,L1-03,0.18722943722943722,2023-05-01,2023-05-01/2023-05-07
2023-05-01/2023-05-07,柯文哲,L1-04,0.23632240775097918,2023-05-01,2023-05-01/2023-05-07
2023-05-01/2023-05-07,柯文哲,L1-05,0.029375386518243656,2023-05-01,2023-05-01/2023-05-07
2023-05-01/2023-05-07,柯文哲,L1-06,0.2913650597324066,2023-05-01,2023-05-01/2023-05-07
2023-05-01/2023-05-07,柯文哲,L1-07,0.14337004643127088,2023-05-01,2023-05-01/2023-05-07
2023-05-01/2023-05-07,赖清德,L1-01,0.06244113029827316,2023-05-01,2023-05-01/2023-05-07
2023-05-01/2023-05-07,赖清德,L1-02,0.07229012484114526,2023-05-01,2023-05-01/2023-05-07
2023-05-01/2023-05-07,赖清德,L1-03,0.18321933168871946,2023-05-01,2023-05-01/2023-05-07
2023-05-01/2023-05-07,赖清德,L1-04,0.04091350826044702,2023-05-01,2023-05-01/2023-05-07
2023-05-01/2023-05-07,赖清德,L1-05,0.0032312925170068026,2023-05-01,2023-05-01/2023-05-07
2023-05-01/2023-05-07,赖清德,L1-06,0.36387829857217613,2023-05-01,2023-05-01/2023-05-07
2023-05-01/2023-05-07,赖清德,L1-07,0.0903528444344771,2023-05-01,2023-05-01/2023-05-07
2023-05-08/2023-05-14,侯友宜,L1-01,0.0,2023-05-08,2023-05-08/2023-05-14
2023-05-08/2023-05-14,侯友宜,L1-02,0.0,2023-05-08,2023-05-08/2023-05-14
2023-05-08/2023-05-14,侯友宜,L1-03,0.1673469387755102,2023-05-08,2023-05-08/2023-05-14
2023-05-08/2023-05-14,侯友宜,L1-04,0.0,2023-05-08,2023-05-08/2023-05-14
2023-05-08/2023-05-14,侯友宜,L1-05,0.0,2023-05-08,2023-05-08/2023-05-14
2023-05-08/2023-05-14,侯友宜,L1-06,0.09523809523809523,2023-05-08,2023-05-08/2023-05-14
2023-05-08/2023-05-14,侯友宜,L1-07,0.24761904761904763,2023-05-08,2023-05-08/2023-05-14
2023-05-08/2023-05-14,柯文哲,L1-01,0.05310760667903525,2023-05-08,2023-05-08/2023-05-14
2023-05-08/2023-05-14,柯文哲,L1-02,0.09039171224045174,2023-05-08,2023-05-08/2023-05-14
2023-05-08/2023-05-14,柯文哲,L1-03,0.1509908904866888,2023-05-08,2023-05-08/2023-05-14
2023-05-08/2023-05-14,柯文哲,L1-04,0.08128908128908129,2023-05-08,2023-05-08/2023-05-14
2023-05-08/2023-05-14,柯文哲,L1-05,0.00931079502508074,2023-05-08,2023-05-08/2023-05-14
2023-05-08/2023-05-14,柯文哲,L1-06,0.2984830607879827,2023-05-08,2023-05-08/2023-05-14
2023-05-08/2023-05-14,柯文哲,L1-07,0.19397787389984264,2023-05-08,2023-05-08/2023-05-14
2023-05-08/2023-05-14,赖清德,L1-01,0.047492695119137,2023-05-08,2023-05-08/2023-05-14
2023-05-08/2023-05-14,赖清德,L1-02,0.03297393969532391,2023-05-08,2023-05-08/2023-05-14
2023-05-08/2023-05-14,赖清德,L1-03,0.2648022400551238,2023-05-08,2023-05-08/2023-05-14
2023-05-08/2023-05-14,赖清德,L1-04,0.13547019381092137,2023-05-08,2023-05-08/2023-05-14
2023-05-08/2023-05-14,赖清德,L1-05,0.04401170406050619,2023-05-08,2023-05-08/2023-05-14
2023-05-08/2023-05-14,赖清德,L1-06,0.36372366911408616,2023-05-08,2023-05-08/2023-05-14
2023-05-08/2023-05-14,赖清德,L1-07,0.11152555814490153,2023-05-08,2023-05-08/2023-05-14
2023-05-15/2023-05-21,侯友宜,L1-01,0.0,2023-05-15,2023-05-15/2023-05-21
2023-05-15/2023-05-21,侯友宜,L1-02,0.06425278981669959,2023-05-15,2023-05-15/2023-05-21
2023-05-15/2023-05-21,侯友宜,L1-03,0.1651343643824847,2023-05-15,2023-05-15/2023-05-21
2023-05-15/2023-05-21,侯友宜,L1-04,0.0,2023-05-15,2023-05-15/2023-05-21
2023-05-15/2023-05-21,侯友宜,L1-05,0.0,2023-05-15,2023-05-15/2023-05-21
2023-05-15/2023-05-21,侯友宜,L1-06,0.15611393618912414,2023-05-15,2023-05-15/2023-05-21
2023-05-15/2023-05-21,侯友宜,L1-07,0.06347850144842625,2023-05-15,2023-05-15/2023-05-21
2023-05-15/2023-05-21,柯文哲,L1-01,0.003826530612244898,2023-05-15,2023-05-15/2023-05-21
2023-05-15/2023-05-21,柯文哲,L1-02,0.05679085931186772,2023-05-15,2023-05-15/2023-05-21
2023-05-15/2023-05-21,柯文哲,L1-03,0.26632312421628146,2023-05-15,2023-05-15/2023-05-21
2023-05-15/2023-05-21,柯文哲,L1-04,0.04153716653716654,2023-05-15,2023-05-15/2023-05-21
2023-05-15/2023-05-21,柯文哲,L1-05,0.0007558578987150415,2023-05-15,2023-05-15/2023-05-21
2023-05-15/2023-05-21,柯文哲,L1-06,0.3254296671163418,2023-05-15,2023-05-15/2023-05-21
2023-05-15/2023-05-21,柯文哲,L1-07,0.16247965145023965,2023-05-15,2023-05-15/2023-05-21
2023-05-15/2023-05-21,赖清德,L1-01,0.1201006170445746,2023-05-15,2023-05-15/2023-05-21
2023-05-15/2023-05-21,赖清德,L1-02,0.037890779289949446,2023-05-15,2023-05-15/2023-05-21
2023-05-15/2023-05-21,赖清德,L1-03,0.15765631936792132,2023-05-15,2023-05-15/2023-05-21
2023-05-15/2023-05-21,赖清德,L1-04,0.189051310524793,2023-05-15,2023-05-15/2023-05-21
2023-05-15/2023-05-21,赖清德,L1-05,0.030070980852924065,2023-05-15,2023-05-15/2023-05-21
2023-05-15/2023-05-21,赖清德,L1-06,0.32219081932751253,2023-05-15,2023-05-15/2023-05-21
2023-05-15/2023-05-21,赖清德,L1-07,0.14303917359232501,2023-05-15,2023-05-15/2023-05-21
2023-05-22/2023-05-28,侯友宜,L1-01,0.014285714285714287,2023-05-22,2023-05-22/2023-05-28
2023-05-22/2023-05-28,侯友宜,L1-02,0.11912911649753756,2023-05-22,2023-05-22/2023-05-28
2023-05-22/2023-05-28,侯友宜,L1-03,0.2727970024962506,2023-05-22,2023-05-22/2023-05-28
2023-05-22/2023-05-28,侯友宜,L1-04,0.006122448979591836,2023-05-22,2023-05-22/2023-05-28
2023-05-22/2023-05-28,侯友宜,L1-05,0.0,2023-05-22,2023-05-22/2023-05-28
2023-05-22/2023-05-28,侯友宜,L1-06,0.3277968898269649,2023-05-22,2023-05-22/2023-05-28
2023-05-22/2023-05-28,侯友宜,L1-07,0.11701168505679783,2023-05-22,2023-05-22/2023-05-28
2023-05-22/2023-05-28,柯文哲,L1-01,0.025697278911564623,2023-05-22,2023-05-22/2023-05-28
2023-05-22/2023-05-28,柯文哲,L1-02,0.14751102072530645,2023-05-22,2023-05-22/2023-05-28
2023-05-22/2023-05-28,柯文哲,L1-03,0.31922453963270286,2023-05-22,2023-05-22/2023-05-28
2023-05-22/2023-05-28,柯文哲,L1-04,0.03837876409304981,2023-05-22,2023-05-22/2023-05-28
2023-05-22/2023-05-28,柯文哲,L1-05,0.011337868480725623,2023-05-22,2023-05-22/2023-05-28
2023-05-22/2023-05-28,柯文哲,L1-06,0.3101669419016358,2023-05-22,2023-05-22/2023-05-28
2023-05-22/2023-05-28,柯文哲,L1-07,0.1476835862550148,2023-05-22,2023-05-22/2023-05-28
2023-05-22/2023-05-28,赖清德,L1-01,0.0644138397567638,2023-05-22,2023-05-22/2023-05-28
2023-05-22/2023-05-28,赖清德,L1-02,0.10460148750546878,2023-05-22,2023-05-22/2023-05-28
2023-05-22/2023-05-28,赖清德,L1-03,0.3007421307561035,2023-05-22,2023-05-22/2023-05-28
2023-05-22/2023-05-28,赖清德,L1-04,0.11087784420199352,2023-05-22,2023-05-22/2023-05-28
2023-05-22/2023-05-28,赖清德,L1-05,0.0031397174254317113,2023-05-22,2023-05-22/2023-05-28
2023-05-22/2023-05-28,赖清德,L1-06,0.28895105751422046,2023-05-22,2023-05-22/2023-05-28
2023-05-22/2023-05-28,赖清德,L1-07,0.12727392284001812,2023-05-22,2023-05-22/2023-05-28
2023-05-29/2023-06-04,侯友宜,L1-01,0.030612244897959183,2023-05-29,2023-05-29/2023-06-04
2023-05-29/2023-06-04,侯友宜,L1-02,0.024860853432282004,2023-05-29,2023-05-29/2023-06-04
2023-05-29/2023-06-04,侯友宜,L1-03,0.12430426716141003,2023-05-29,2023-05-29/2023-06-04
2023-05-29/2023-06-04,侯友宜,L1-04,0.05408163265306122,2023-05-29,2023-05-29/2023-06-04
2023-05-29/2023-06-04,侯友宜,L1-05,0.0,2023-05-29,2023-05-29/2023-06-04
2023-05-29/2023-06-04,侯友宜,L1-06,0.3091931877646163,2023-05-29,2023-05-29/2023-06-04
2023-05-29/2023-06-04,侯友宜,L1-07,0.11000903858046716,2023-05-29,2023-05-29/2023-06-04
2023-05-29/2023-06-04,柯文哲,L1-01,0.008699272812573305,2023-05-29,2023-05-29/2023-06-04
2023-05-29/2023-06-04,柯文哲,L1-02,0.0940247199043821,2023-05-29,2023-05-29/2023-06-04
2023-05-29/2023-06-04,柯文哲,L1-03,0.34665895915016254,2023-05-29,2023-05-29/2023-06-04
2023-05-29/2023-06-04,柯文哲,L1-04,0.019274153010958077,2023-05-29,2023-05-29/2023-06-04
2023-05-29/2023-06-04,柯文哲,L1-05,0.023749483372987944,2023-05-29,2023-05-29/2023-06-04
2023-05-29/2023-06-04,柯文哲,L1-06,0.3552809333914189,2023-05-29,2023-05-29/2023-06-04
2023-05-29/2023-06-04,柯文哲,L1-07,0.11149615182690478,2023-05-29,2023-05-29/2023-06-04
2023-05-29/2023-06-04,赖清德,L1-01,0.004851724239479341,2023-05-29,2023-05-29/2023-06-04
2023-05-29/2023-06-04,赖清德,L1-02,0.05497835497835498,2023-05-29,2023-05-29/2023-06-04
2023-05-29/2023-06-04,赖清德,L1-03,0.19889938659446463,2023-05-29,2023-05-29/2023-06-04
2023-05-29/2023-06-04,赖清德,L1-04,0.13567123819224658,2023-05-29,2023-05-29/2023-06-04
2023-05-29/2023-06-04,赖清德,L1-05,0.0,2023-05-29,2023-05-29/2023-06-04
2023-05-29/2023-06-04,赖清德,L1-06,0.33201341142517615,2023-05-29,2023-05-29/2023-06-04
2023-05-29/2023-06-04,赖清德,L1-07,0.23276955803966606,2023-05-29,2023-05-29/2023-06-04
2023-06-05/2023-06-11,侯友宜,L1-01,0.07142857142857142,2023-06-05,2023-06-05/2023-06-11
2023-06-05/2023-06-11,侯友宜,L1-02,0.05705009276437848,2023-06-05,2023-06-05/2023-06-11
2023-06-05/2023-06-11,侯友宜,L1-03,0.053336081907510484,2023-06-05,2023-06-05/2023-06-11
2023-06-05/2023-06-11,侯友宜,L1-04,0.14348072562358277,2023-06-05,2023-06-05/2023-06-11
2023-06-05/2023-06-11,侯友宜,L1-05,0.0,2023-06-05,2023-06-05/2023-06-11
2023-06-05/2023-06-11,侯友宜,L1-06,0.14740193668765095,2023-06-05,2023-06-05/2023-06-11
2023-06-05/2023-06-11,侯友宜,L1-07,0.24158830587402016,2023-06-05,2023-06-05/2023-06-11
2023-06-05/2023-06-11,柯文哲,L1-01,0.02365313941668622,2023-06-05,2023-06-05/2023-06-11
2023-06-05/2023-06-11,柯文哲,L1-02,0.018151759882935107,2023-06-05,2023-06-05/2023-06-11
2023-06-05/2023-06-11,柯文哲,L1-03,0.28601867676463033,2023-06-05,2023-06-05/2023-06-11
2023-06-05/2023-06-11,柯文哲,L1-04,0.0998506732145015,2023-06-05,2023-06-05/2023-06-11
2023-06-05/2023-06-11,柯文哲,L1-05,0.01604057057962758,2023-06-05,2023-06-05/2023-06-11
2023-06-05/2023-06-11,柯文哲,L1-06,0.2926294207786114,2023-06-05,2023-06-05/2023-06-11
2023-06-05/2023-06-11,柯文哲,L1-07,0.16161494303647714,2023-06-05,2023-06-05/2023-06-11
2023-06-05/2023-06-11,赖清德,L1-01,0.04523367788673911,2023-06-05,2023-06-05/2023-06-11
2023-06-05/2023-06-11,赖清德,L1-02,0.14251518789333917,2023-06-05,2023-06-05/2023-06-11
2023-06-05/2023-06-11,赖清德,L1-03,0.17108843537414967,2023-06-05,2023-06-05/2023-06-11
2023-06-05/2023-06-11,赖清德,L1-04,0.15415127089796954,2023-06-05,2023-06-05/2023-06-11
2023-06-05/2023-06-11,赖清德,L1-05,0.007202881152460984,2023-06-05,2023-06-05/2023-06-11
2023-06-05/2023-06-11,赖清德,L1-06,0.23396995161701042,2023-06-05,2023-06-05/2023-06-11
2023-06-05/2023-06-11,赖清德,L1-07,0.1029814523211882,2023-06-05,2023-06-05/2023-06-11
2023-06-12/2023-06-18,侯友宜,L1-01,0.006176154672395274,2023-06-12,2023-06-12/2023-06-18
2023-06-12/2023-06-18,侯友宜,L1-02,0.14285714285714285,2023-06-12,2023-06-12/2023-06-18
2023-06-12/2023-06-18,侯友宜,L1-03,0.10178621156064767,2023-06-12,2023-06-12/2023-06-18
2023-06-12/2023-06-18,侯友宜,L1-04,0.1443310657596372,2023-06-12,2023-06-12/2023-06-18
2023-06-12/2023-06-18,侯友宜,L1-05,0.0010741138560687433,2023-06-12,2023-06-12/2023-06-18
2023-06-12/2023-06-18,侯友宜,L1-06,0.14116612392659653,2023-06-12,2023-06-12/2023-06-18
2023-06-12/2023-06-18,侯友宜,L1-07,0.27893571797975664,2023-06-12,2023-06-12/2023-06-18
2023-06-12/2023-06-18,柯文哲,L1-01,0.0281444099378882,2023-06-12,2023-06-12/2023-06-18
2023-06-12/2023-06-18,柯文哲,L1-02,0.01221759606852774,2023-06-12,2023-06-12/2023-06-18
2023-06-12/2023-06-18,柯文哲,L1-03,0.23790321073484338,2023-06-12,2023-06-12/2023-06-18
2023-06-12/2023-06-18,柯文哲,L1-04,0.1352151250110434,2023-06-12,2023-06-12/2023-06-18
2023-06-12/2023-06-18,柯文哲,L1-05,0.05282217782217783,2023-06-12,2023-06-12/2023-06-18
2023-06-12/2023-06-18,柯文哲,L1-06,0.31576899143447495,2023-06-12,2023-06-12/2023-06-18
2023-06-12/2023-06-18,柯文哲,L1-07,0.21792848899104442,2023-06-12,2023-06-12/2023-06-18
2023-06-12/2023-06-18,赖清德,L1-01,0.033968912240220764,2023-06-12,2023-06-12/2023-06-18
2023-06-12/2023-06-18,赖清德,L1-02,0.06377846913413253,2023-06-12,2023-06-12/2023-06-18
2023-06-12/2023-06-18,赖清德,L1-03,0.13910860118695367,2023-06-12,2023-06-12/2023-06-18
2023-06-12/2023-06-18,赖清德,L1-04,0.2348807055289648,2023-06-12,2023-06-12/2023-06-18
2023-06-12/2023-06-18,赖清德,L1-05,0.011651280230402019,2023-06-12,2023-06-12/2023-06-18
2023-06-12/2023-06-18,赖清德,L1-06,0.23534381742453703,2023-06-12,2023-06-12/2023-06-18
2023-06-12/2023-06-18,赖清德,L1-07,0.17922739792825856,2023-06-12,2023-06-12/2023-06-18
2023-06-19/2023-06-25,侯友宜,L1-01,0.02907919148520652,2023-06-19,2023-06-19/2023-06-25
2023-06-19/2023-06-25,侯友宜,L1-02,0.11496205657696341,2023-06-19,2023-06-19/2023-06-25
2023-06-19/2023-06-25,侯友宜,L1-03,0.12327727171980664,2023-06-19,2023-06-19/2023-06-25
2023-06-19/2023-06-25,侯友宜,L1-04,0.0015698587127158557,2023-06-19,2023-06-19/2023-06-25
2023-06-19/2023-06-25,侯友宜,L1-05,0.006444683136412459,2023-06-19,2023-06-19/2023-06-25
2023-06-19/2023-06-25,侯友宜,L1-06,0.2942803679505683,2023-06-19,2023-06-19/2023-06-25
2023-06-19/2023-06-25,侯友宜,L1-07,0.287529427561184,2023-06-19,2023-06-19/2023-06-25
2023-06-19/2023-06-25,柯文哲,L1-01,0.0559911444740754,2023-06-19,2023-06-19/2023-06-25
2023-06-19/2023-06-25,柯文哲,L1-02,0.052772037190848185,2023-06-19,2023-06-19/2023-06-25
2023-06-19/2023-06-25,柯文哲,L1-03,0.27277875543718727,2023-06-19,2023-06-19/2023-06-25
2023-06-19/2023-06-25,柯文哲,L1-04,0.23389749884916372,2023-06-19,2023-06-19/2023-06-25
2023-06-19/2023-06-25,柯文哲,L1-05,0.027174254317111467,2023-06-19,2023-06-19/2023-06-25
2023-06-19/2023-06-25,柯文哲,L1-06,0.22311961423902765,2023-06-19,2023-06-19/2023-06-25
2023-06-19/2023-06-25,柯文哲,L1-07,0.13426669549258627,2023-06-19,2023-06-19/2023-06-25
2023-06-19/2023-06-25,赖清德,L1-01,0.04854305358507039,2023-06-19,2023-06-19/2023-06-25
2023-06-19/2023-06-25,赖清德,L1-02,0.059851123548010754,2023-06-19,2023-06-19/2023-06-25
2023-06-19/2023-06-25,赖清德,L1-03,0.2215357974175586,2023-06-19,2023-06-19/2023-06-25
2023-06-19/2023-06-25,赖清德,L1-04,0.06635017643421001,2023-06-19,2023-06-19/2023-06-25
2023-06-19/2023-06-25,赖清德,L1-05,0.024639503688799462,2023-06-19,2023-06-19/2023-06-25
2023-06-19/2023-06-25,赖清德,L1-06,0.289001381602577,2023-06-19,2023-06-19/2023-06-25
2023-06-19/2023-06-25,赖清德,L1-07,0.16762998413193703,2023-06-19,2023-06-19/2023-06-25
2023-06-26/2023-07-02,侯友宜,L1-01,0.021933621933621934,2023-06-26,2023-06-26/2023-07-02
2023-06-26/2023-07-02,侯友宜,L1-02,0.09102533077688357,2023-06-26,2023-06-26/2023-07-02
2023-06-26/2023-07-02,侯友宜,L1-03,0.07894690343669934,2023-06-26,2023-06-26/2023-07-02
2023-06-26/2023-07-02,侯友宜,L1-04,0.016221873364730507,2023-06-26,2023-06-26/2023-07-02
2023-06-26/2023-07-02,侯友宜,L1-05,0.0,2023-06-26,2023-06-26/2023-07-02
2023-06-26/2023-07-02,侯友宜,L1-06,0.38049756612312063,2023-06-26,2023-06-26/2023-07-02
2023-06-26/2023-07-02,侯友宜,L1-07,0.20729307171188274,2023-06-26,2023-06-26/2023-07-02
2023-06-26/2023-07-02,柯文哲,L1-01,0.10771391277298904,2023-06-26,2023-06-26/2023-07-02
2023-06-26/2023-07-02,柯文哲,L1-02,0.06923403127484759,2023-06-26,2023-06-26/2023-07-02
2023-06-26/2023-07-02,柯文哲,L1-03,0.1516404218767269,2023-06-26,2023-06-26/2023-07-02
2023-06-26/2023-07-02,柯文哲,L1-04,0.13095868924010706,2023-06-26,2023-06-26/2023-07-02
2023-06-26/2023-07-02,柯文哲,L1-05,0.01922553636839352,2023-06-26,2023-06-26/2023-07-02
2023-06-26/2023-07-02,柯文哲,L1-06,0.32723615865710737,2023-06-26,2023-06-26/2023-07-02
2023-06-26/2023-07-02,柯文哲,L1-07,0.19399124980982846,2023-06-26,2023-06-26/2023-07-02
2023-06-26/2023-07-02,赖清德,L1-01,0.10760156531602276,2023-06-26,2023-06-26/2023-07-02
2023-06-26/2023-07-02,赖清德,L1-02,0.05411335208570232,2023-06-26,2023-06-26/2023-07-02
2023-06-26/2023-07-02,赖清德,L1-03,0.14775465658841452,2023-06-26,2023-06-26/2023-07-02
2023-06-26/2023-07-02,赖清德,L1-04,0.033118764053589565,2023-06-26,2023-06-26/2023-07-02
2023-06-26/2023-07-02,赖清德,L1-05,0.029362576199310896,2023-06-26,2023-06-26/2023-07-02
