doc_id,unit_id,sentence,role,prev,next,speakers,targets,proc_symbolic_flag,event_phase,unit_hash,unit_dup_flag,source,date,preprocessed_text,hard_rule_keep,hard_rule_reason,policy_gate,policy_gate_reason,priority_keep,semantic_status,semantic_similarity,nli_status,nli_score,key_hit,final_status,_source_file,_corpus_tier,debate_short_review,drop_reason,winner__source_file,winner_source,winner__corpus_tier,winner_unit_id
_a70d7834bf0d,_a70d7834bf0d_u000,"台北市政府8日公布3名副發言人,引發熱議。",context,,"對此,台北市議員吳沛憶昨(9日)在臉書上表示,台北市政府根本沒有副發言人這個職稱,這是柯文哲任內開始創設的「黑官」,沒想到蔣萬安要安插自己人馬,繼續延用柯文哲黑官,還加碼聘滿3人。",[],[],False,,1984eea98914bffc229f91922c2455b5,False,03_Lai_tvbs_news,2023-02-11 11:36:00,"台北市政府8日公布3名副發言人,引發熱議。",True,institution_only,False,,False,KEEP,0.517565131187439,,,False,REVIEW,01_news_datasets/03_Lai_tvbs_news_units.csv,1,,cross_corpus_dedup_lower_priority_or_tiebreak_file_order,01_news_datasets/02_Ke_tvbs_news_units.csv,02_Ke_tvbs_news,1,_a70d7834bf0d_u000
_f8a6e08eee02,_f8a6e08eee02_u001,"也會重視民眾黨副總統候選人吳欣盈,借重她的能力。",context,"(12/22 21:57 更新) (中央社記者范正祥台北22日電)國民黨副總統候選人趙少康今晚在公辦電視政見發表會上表示,如果執政,一定請民進黨副總統候選人蕭美琴繼續替外交打拚,外交是不分黨派;","選戰倒數,副總統候選人電視政見發表會今晚7時登場,透過3輪政見發表正面交鋒,發言順序依序為吳欣盈、趙少康、蕭美琴,發表會同時在電視及網路直播。","[{""name"": ""吳欣盈"", ""party"": ""TPP""}, {""name"": ""民眾黨"", ""party"": ""TPP""}]",[],False,,1988a16f8ab736bd87a4f651f9fa8b2b,False,02_Ke_chinatimes_news,2023-12-22 21:11:00,"也會重視民眾黨副總統候選人吳欣盈,借重她的能力。",True,cooccur: actor×institution,True,gate: actor×inst,False,KEEP,0.5365495681762695,,,True,KEEP,01_news_datasets/02_Ke_chinatimes_news_units.csv,1,,cross_corpus_dedup_lower_priority_or_tiebreak_file_order,01_news_datasets/01_Ho_chinatimes_news_units.csv,01_Ho_chinatimes_news,1,_f8a6e08eee02_u001
_f8a6e08eee02,_f8a6e08eee02_u001,"也會重視民眾黨副總統候選人吳欣盈,借重她的能力。",context,"(12/22 21:57 更新) (中央社記者范正祥台北22日電)國民黨副總統候選人趙少康今晚在公辦電視政見發表會上表示,如果執政,一定請民進黨副總統候選人蕭美琴繼續替外交打拚,外交是不分黨派;","選戰倒數,副總統候選人電視政見發表會今晚7時登場,透過3輪政見發表正面交鋒,發言順序依序為吳欣盈、趙少康、蕭美琴,發表會同時在電視及網路直播。","[{""name"": ""吳欣盈"", ""party"": ""TPP""}, {""name"": ""民眾黨"", ""party"": ""TPP""}]",[],False,,1988a16f8ab736bd87a4f651f9fa8b2b,False,03_Lai_chinatimes_news,2023-12-22 21:11:00,"也會重視民眾黨副總統候選人吳欣盈,借重她的能力。",True,cooccur: actor×institution,True,gate: actor×inst,False,KEEP,0.5724500417709351,,,True,KEEP,01_news_datasets/03_Lai_chinatimes_news_units.csv,1,,cross_corpus_dedup_lower_priority_or_tiebreak_file_order,01_news_datasets/01_Ho_chinatimes_news_units.csv,01_Ho_chinatimes_news,1,_f8a6e08eee02_u001
meeting2_5abdc99432aa,meeting2_5abdc99432aa_u820,高端疫苗你真的同意吗? 别人?,context,"我今天不是只有在两岸A法,两岸A法继续要再走,但是要有两岸协议监督,僚力来感动。","我不会怪他,我会问你, 因为你是医生为了高端疫苗,挡BNT,你同意吗?","[{""name"": ""侯友宜"", ""party"": ""KMT""}, {""name"": ""民进党"", ""party"": ""DPP""}]",[],FALSE,,19a126595e286bf8b8a4822ee7e905c6,FALSE,meeting2,,高端疫苗你真的同意吗? 别人?,TRUE,institution_only,TRUE,gate: 2 inst terms,FALSE,REVIEW,0.269660294,KEEP,0.438148648,FALSE,KEEP,02_conference_datasets/meeting2_units.csv,3,,cross_corpus_dedup_lower_priority_or_tiebreak_file_order,02_conference_datasets/Debate_President_units.csv,总统辩论,3,总统辩论_e76e2f37b3f6_u820
_94dcb5e7b8e3,_94dcb5e7b8e3_u012,"如果無法好好執行市民託付,如何做全台灣人總統,這可看出侯友宜態度就是這麼傲慢與藐視議會。",context,"此外,媒體報導,侯友宜將在9月或10月請假,可能比照前新北市長朱立倫2015年選總統模式,請假3個月並捐薪。","卓冠廷說:「新北市到底欠朱立倫和侯友宜多少?」朱立倫選總統前3、4個月請假,現在換侯友宜再搞一次,就為迴避監督,完全無法接受。","[{""name"": ""侯友宜"", ""party"": ""KMT""}]",[],False,,19a23463bbdcb15d7b6cdf898fa97530,False,02_Ke_chinatimes_news,2023-05-18 11:40:00,"如果無法好好執行市民託付,如何做全台灣人總統,這可看出侯友宜態度就是這麼傲慢與藐視議會。",True,cooccur: actor×institution,True,gate: taiwanicity=2,True,KEEP,1.0,KEEP,1.0,True,KEEP,01_news_datasets/02_Ke_chinatimes_news_units.csv,1,,cross_corpus_dedup_lower_priority_or_tiebreak_file_order,01_news_datasets/01_Ho_chinatimes_news_units.csv,01_Ho_chinatimes_news,1,_94dcb5e7b8e3_u012
_a8157b5df691,_a8157b5df691_u000,"民眾黨總統參選人柯文哲昨(6)日自爆「內心本質還是深綠的」,並表示外交上會依循總統蔡英文的外交路線,不過在兩岸關係上會比較表達和善。",claim,,"民眾黨不分區立委參選人黃國昌回應,沒那麼在意柯內心是什麼顏色,只在意能否好好解決台灣內政問題,喊話都生活在這塊土地,不要再用過去意識形態繼續撕裂社會,「不要永遠你自己就是親中愛台,別人就是親中舔共。」黃國昌今(7)日召開「請賴清德誠實面對 別一再說謊」記者會,揭露民進黨總統參選人賴清德的萬里建物根本不是「老家改建」,而是在2003年新建的全新貳層建物,新建時賴清德已是立法委員,當時的台北縣長則為前行政院長蘇貞昌,且賴清德從未誠實申報,違反《公職人員產申報法》,從未繳納「房屋稅」,卻向社會謊稱有繳房屋稅,逃稅長達20年。","[{""name"": ""柯文哲"", ""party"": ""TPP""}, {""name"": ""民眾黨"", ""party"": ""TPP""}]","[""兩岸|cross-strait""]",False,,19a6bbf6d05efe615b8ea777ccfee18a,False,02_Ke_tvbs_news,2023-12-07 15:59:00,"民眾黨總統參選人柯文哲昨(6)日自爆「內心本質還是深綠的」,並表示外交上會依循總統蔡英文的外交路線,不過在兩岸關係上會比較表達和善。",True,cooccur: actor×institution,True,gate: actor×inst,False,KEEP,0.5572843551635742,,,True,KEEP,01_news_datasets/02_Ke_tvbs_news_units.csv,1,,cross_corpus_dedup_lower_priority_or_tiebreak_file_order,01_news_datasets/01_Ho_tvbs_news_units.csv,01_Ho_tvbs_news.csv,1,_a8157b5df691_u000
_a8157b5df691,_a8157b5df691_u000,"民眾黨總統參選人柯文哲昨(6)日自爆「內心本質還是深綠的」,並表示外交上會依循總統蔡英文的外交路線,不過在兩岸關係上會比較表達和善。",claim,,"民眾黨不分區立委參選人黃國昌回應,沒那麼在意柯內心是什麼顏色,只在意能否好好解決台灣內政問題,喊話都生活在這塊土地,不要再用過去意識形態繼續撕裂社會,「不要永遠你自己就是親中愛台,別人就是親中舔共。」黃國昌今(7)日召開「請賴清德誠實面對 別一再說謊」記者會,揭露民進黨總統參選人賴清德的萬里建物根本不是「老家改建」,而是在2003年新建的全新貳層建物,新建時賴清德已是立法委員,當時的台北縣長則為前行政院長蘇貞昌,且賴清德從未誠實申報,違反《公職人員產申報法》,從未繳納「房屋稅」,卻向社會謊稱有繳房屋稅,逃稅長達20年。","[{""name"": ""柯文哲"", ""party"": ""TPP""}, {""name"": ""民眾黨"", ""party"": ""TPP""}]","[""兩岸|cross-strait""]",False,,19a6bbf6d05efe615b8ea777ccfee18a,False,03_Lai_tvbs_news,2023-12-07 15:59:00,"民眾黨總統參選人柯文哲昨(6)日自爆「內心本質還是深綠的」,並表示外交上會依循總統蔡英文的外交路線,不過在兩岸關係上會比較表達和善。",True,cooccur: actor×institution,True,gate: actor×inst,False,REVIEW,0.4087269306182861,,,True,KEEP,01_news_datasets/03_Lai_tvbs_news_units.csv,1,,cross_corpus_dedup_lower_priority_or_tiebreak_file_order,01_news_datasets/01_Ho_tvbs_news_units.csv,01_Ho_tvbs_news.csv,1,_a8157b5df691_u000
_a1664b769ea5,_a1664b769ea5_u005,"邱鎮軍競選對手、無黨籍立委參選人曾玟學透過臉書發文表示,邱鎮軍是涉毒品交易站的屋主,更是「阿帕契」電子遊藝場的幕後老闆,「地方議論已久的傳聞,如今終於獲得證實」。",claim,"鏡週刊以「苗栗市長黑歷史」為題,今天刊出3篇報導,內容引述名嘴李正皓指控現任苗栗市長、立委參選人邱鎮軍過去背景疑似不單純,稱邱鎮軍除曾是電子遊藝場房東、電玩機台公司負責人,也與竹聯幫前大老、統促黨總裁、綽號「白狼」張安樂往來密切。","對此,邱鎮軍陣營晚間指出,對於特定媒體的相關報導,由於相關內容仍須查證,將在明天統一對外回應。",[],[],False,,19b918736388e210198a9351b2dbe62c,False,03_Lai_chinatimes_news,2023-12-12 21:49:00,"邱鎮軍競選對手、無黨籍立委參選人曾玟學透過臉書發文表示,邱鎮軍是涉毒品交易站的屋主,更是「阿帕契」電子遊藝場的幕後老闆,「地方議論已久的傳聞,如今終於獲得證實」。",True,cooccur: actor×institution,True,gate: actor×inst,False,KEEP,0.5809270143508911,,,True,KEEP,01_news_datasets/03_Lai_chinatimes_news_units.csv,1,,cross_corpus_dedup_lower_priority_or_tiebreak_file_order,01_news_datasets/02_Ke_chinatimes_news_units.csv,02_Ke_chinatimes_news,1,_a1664b769ea5_u005
_15298de056c1,_15298de056c1_u003,"王正旭指出,若進入國會要加強監督主管機關對於癌症防治執行,包括有實證篩檢以期早期診斷與治療,提高治癒率並減少後段醫療支出,也會持續推動成立「百億癌症新藥基金」爭取公務預算等穩定財源,提升新藥治療可近性,並避免影響健保總額點值,以及推動先進醫療,包括智慧醫療、精準醫療與再生醫療等法案,透過跨領域新科技幫助癌症醫療。",claim,"民進黨力催政黨票,陸續邀集不分區立委參選人舉行記者會,民進黨發言人張志豪偕同不分區立委參選人召開「照顧這一代、守護下一代」記者會。","罹患罕見疾病「先天性脊髓性肌肉萎縮症(SMA)」的陳俊翰表示,罕病在台灣約1萬多人左右,是弱勢中的弱勢,感謝民進黨長期以來關注社福議題,特別是將一位身心障礙者納入不分區立委名單,這是台灣社會邁向重視弱勢、多元很重要一步。",[],[],False,,19bd8ab5352f9d03c87f5a74fa24c87f,False,03_Lai_chinatimes_news,2023-11-29 12:43:00,"王正旭指出,若進入國會要加強監督主管機關對於癌症防治執行,包括有實證篩檢以期早期診斷與治療,提高治癒率並減少後段醫療支出,也會持續推動成立「百億癌症新藥基金」爭取公務預算等穩定財源,提升新藥治療可近性,並避免影響健保總額點值,以及推動先進醫療,包括智慧醫療、精準醫療與再生醫療等法案,透過跨領域新科技幫助癌症醫療。",True,institution_only,True,gate: 3 inst terms,False,REVIEW,0.3055707812309265,,,True,KEEP,01_news_datasets/03_Lai_chinatimes_news_units.csv,1,,cross_corpus_dedup_lower_priority_or_tiebreak_file_order,01_news_datasets/02_Ke_chinatimes_news_units.csv,02_Ke_chinatimes_news,1,_15298de056c1_u003
_7a138bb25dae,_7a138bb25dae_u002,"台灣民眾黨總統參選人柯文哲今天表示,現階段不可能擔任郭台銘副手,之前稱「退選要有理由」是謙虛說法。",claim,柯文哲:現階段不可能 2023/6/26 12:32 (6/26 22:29 更新) (中央社記者郭建伸台北26日電)外界關注鴻海創辦人郭台銘是否獨立參選2024總統。,"柯文哲今天上午接受「POP撞新聞」節目專訪,主持人黃暐瀚詢問,郭台銘最近有跡象加入總統大選,是否評估過郭台銘可能成為第3位對手。","[{""name"": ""柯文哲"", ""party"": ""TPP""}, {""name"": ""民眾黨"", ""party"": ""TPP""}]",[],False,,19bf2fca95c7862b1fc640949eb70169,False,03_Lai_chinatimes_news,2023-06-26 12:32:00,"台灣民眾黨總統參選人柯文哲今天表示,現階段不可能擔任郭台銘副手,之前稱「退選要有理由」是謙虛說法。",True,cooccur: actor×institution,True,gate: taiwanicity=2,True,KEEP,1.0,KEEP,1.0,True,KEEP,01_news_datasets/03_Lai_chinatimes_news_units.csv,1,,cross_corpus_dedup_lower_priority_or_tiebreak_file_order,01_news_datasets/02_Ke_chinatimes_news_units.csv,02_Ke_chinatimes_news,1,_7a138bb25dae_u002
_ecabcded7d07,_ecabcded7d07_u028,"選前空飄台灣中國氣球激增 專家:蓄意隱晦警告選民 國防部:中國發射衛星火箭軌跡異常 發警報不受政治干擾 中國本月9日發射衛星,台灣的國防部表示,火箭飛行軌跡異常,意外在進入太空之前飛越台灣南部,因此發布國家級警報。",claim,"台灣的國防部說,這是企圖運用「認知作戰」影響台灣民心士氣。","但警報英譯版誤將飛行物體稱為「飛彈」,引發民眾恐慌。",[],[],False,,19ccb87dfa6a8f8e4b6bc3dfa9ea2bd3,False,02_Ke_chinatimes_news,2024-01-12 14:58:00,"選前空飄台灣中國氣球激增 專家:蓄意隱晦警告選民 國防部:中國發射衛星火箭軌跡異常 發警報不受政治干擾 中國本月9日發射衛星,台灣的國防部表示,火箭飛行軌跡異常,意外在進入太空之前飛越台灣南部,因此發布國家級警報。",True,institution_only,True,gate: taiwanicity=2,True,KEEP,1.0,KEEP,1.0,True,KEEP,01_news_datasets/02_Ke_chinatimes_news_units.csv,1,,cross_corpus_dedup_lower_priority_or_tiebreak_file_order,01_news_datasets/01_Ho_chinatimes_news_units.csv,01_Ho_chinatimes_news,1,_ecabcded7d07_u028
_ecabcded7d07,_ecabcded7d07_u028,"選前空飄台灣中國氣球激增 專家:蓄意隱晦警告選民 國防部:中國發射衛星火箭軌跡異常 發警報不受政治干擾 中國本月9日發射衛星,台灣的國防部表示,火箭飛行軌跡異常,意外在進入太空之前飛越台灣南部,因此發布國家級警報。",claim,"台灣的國防部說,這是企圖運用「認知作戰」影響台灣民心士氣。",下一任台灣總統對北京的立場將影響中國是否挑起台海衝突;,[],[],False,,19ccb87dfa6a8f8e4b6bc3dfa9ea2bd3,False,03_Lai_chinatimes_news,2024-01-12 14:58:00,"選前空飄台灣中國氣球激增 專家:蓄意隱晦警告選民 國防部:中國發射衛星火箭軌跡異常 發警報不受政治干擾 中國本月9日發射衛星,台灣的國防部表示,火箭飛行軌跡異常,意外在進入太空之前飛越台灣南部,因此發布國家級警報。",True,institution_only,True,gate: taiwanicity=2,True,KEEP,1.0,KEEP,1.0,True,KEEP,01_news_datasets/03_Lai_chinatimes_news_units.csv,1,,cross_corpus_dedup_lower_priority_or_tiebreak_file_order,01_news_datasets/01_Ho_chinatimes_news_units.csv,01_Ho_chinatimes_news,1,_ecabcded7d07_u028
_4eafb886c22b,_4eafb886c22b_u013,"作為2024世界大選年,最矚目的第一場大選,台灣締造了民主陣營的第一場勝利!",context,"我也恭喜他們所領導的政黨,在國會席次中的斬獲,期待未來能夠為國家團結合作。","中華民國台灣,會繼續和國際民主盟友並肩同行。",[],[],False,,19d13c544cd8704e94ad7a845e8785bf,False,03_Lai_chinatimes_news,2024-01-13 20:47:00,"作為2024世界大選年,最矚目的第一場大選,台灣締造了民主陣營的第一場勝利!",True,institution_only,False,,False,KEEP,0.5342262387275696,,,True,REVIEW,01_news_datasets/03_Lai_chinatimes_news_units.csv,1,,cross_corpus_dedup_lower_priority_or_tiebreak_file_order,01_news_datasets/02_Ke_chinatimes_news_units.csv,02_Ke_chinatimes_news,1,_4eafb886c22b_u013
_bf6af180365e,_bf6af180365e_u015,"東海大學政治系教授沈有忠表示,台灣過去八年走在正確的道路上,盼選民選擇能繼續承載前行力量的政黨與候選人。",claim,"台大研究生協會副會長鄭景平指出,資源集中北部地區,年輕世代被迫離鄉背井,他一度哽咽表示,希望候選人重視台灣發展不均衡的問題。",,[],[],False,,19d7a9d90a60a4de4910c2dcc508d253,False,02_Ke_ltn_news,2023-12-29 16:41:09,"東海大學政治系教授沈有忠表示,台灣過去八年走在正確的道路上,盼選民選擇能繼續承載前行力量的政黨與候選人。",True,institution_only,True,gate: core_election,False,KEEP,0.5802507400512695,,,False,KEEP,01_news_datasets/02_Ke_ltn_news_units.csv,1,,cross_corpus_dedup_lower_priority_or_tiebreak_file_order,01_news_datasets/01_Ho_ltn_news_units.csv,01_Ho_ltn_news,1,_bf6af180365e_u015
_bf6af180365e,_bf6af180365e_u015,"東海大學政治系教授沈有忠表示,台灣過去八年走在正確的道路上,盼選民選擇能繼續承載前行力量的政黨與候選人。",claim,"台大研究生協會副會長鄭景平指出,資源集中北部地區,年輕世代被迫離鄉背井,他一度哽咽表示,希望候選人重視台灣發展不均衡的問題。",,[],[],False,,19d7a9d90a60a4de4910c2dcc508d253,False,03_Lai_ltn_news,2023-12-29 16:41:09,"東海大學政治系教授沈有忠表示,台灣過去八年走在正確的道路上,盼選民選擇能繼續承載前行力量的政黨與候選人。",True,institution_only,True,gate: core_election,False,KEEP,0.6333497762680054,,,False,KEEP,01_news_datasets/03_Lai_ltn_news_units.csv,1,,cross_corpus_dedup_lower_priority_or_tiebreak_file_order,01_news_datasets/01_Ho_ltn_news_units.csv,01_Ho_ltn_news,1,_bf6af180365e_u015
_56b9c7c7fccd,_56b9c7c7fccd_u001,"用俄羅斯娃娃的概念,點出十位上榜的民進黨的大官、立委、家臣到發言人,喚醒賴清德的記憶,也讓民眾看看民進黨縱容桃色事件的本質。",context,"國民黨總統參選人侯友宜競選辦公室今(30),由競辦議題組召集人柯志恩、新聞組副召集人錢震宇,及發言人江怡臻召開「賴團隊桃花榜」影片發布記者會。","柯志恩表示,民進黨過去標榜性別平權,對於性騷擾更是強力譴責,然而這些事情發生在自己團隊身上時,卻發現標準完全不一樣,我們不禁要問,到底是「白天的選民不清楚民進黨夜晚的黑」,還是民進黨說的全部都是假?","[{""name"": ""賴清德"", ""party"": ""DPP""}, {""name"": ""民進黨"", ""party"": ""DPP""}]",[],False,,19dd2c01dc332ab3e5fe2a9692fdecf2,False,03_Lai_tvbs_news,2023-11-30 18:22:00,"用俄羅斯娃娃的概念,點出十位上榜的民進黨的大官、立委、家臣到發言人,喚醒賴清德的記憶,也讓民眾看看民進黨縱容桃色事件的本質。",True,cooccur: actor×institution,True,gate: actor×inst,False,KEEP,0.5290485620498657,,,True,KEEP,01_news_datasets/03_Lai_tvbs_news_units.csv,1,,cross_corpus_dedup_lower_priority_or_tiebreak_file_order,01_news_datasets/01_Ho_tvbs_news_units.csv,01_Ho_tvbs_news.csv,1,_56b9c7c7fccd_u001
_87c3d1820273,_87c3d1820273_u002,"首次上稿 12:41更新時間 13:45 〔記者謝君臨、林哲遠、林欣漢/台北報導〕2024大選唯一一場副總統候選人辯論會,今天下午2時在公視登場。",context,民進黨副總統候選人蕭美琴率先抵達公視辯論會會場。,"民進黨副總統候選人蕭美琴率先於中午12時10分抵達,她身穿深藍色西裝外套、黑色長褲,並戴著招牌的「戰貓」口罩。",[],"[""辯論|procedure""]",True,debate/manifesto,19ddecb474f5ddeee230a4d084ad2b5b,False,02_Ke_ltn_news,2024-01-01 13:45:54,"(記者田裕華攝) 2024/01/01 13:45 首次上稿 12:41更新時間 13:45 〔記者謝君臨、林哲遠、林欣漢/台北報導〕2024大選唯一一場副總統候選人辯論會,今天下午2時在公視登場。",True,institution_only,True,gate: core_election,True,KEEP,1.0,KEEP,1.0,True,KEEP,01_news_datasets/02_Ke_ltn_news_units.csv,1,,cross_corpus_dedup_lower_priority_or_tiebreak_file_order,01_news_datasets/01_Ho_ltn_news_units.csv,01_Ho_ltn_news,1,_87c3d1820273_u002
_87c3d1820273,_87c3d1820273_u002,"首次上稿 12:41更新時間 13:45 〔記者謝君臨、林哲遠、林欣漢/台北報導〕2024大選唯一一場副總統候選人辯論會,今天下午2時在公視登場。",context,民進黨副總統候選人蕭美琴率先抵達公視辯論會會場。,"民進黨副總統候選人蕭美琴率先於中午12時10分抵達,她身穿深藍色西裝外套、黑色長褲,並戴著招牌的「戰貓」口罩。",[],"[""辯論|procedure""]",True,debate/manifesto,19ddecb474f5ddeee230a4d084ad2b5b,False,03_Lai_ltn_news,2024-01-01 13:45:54,"(記者田裕華攝) 2024/01/01 13:45 首次上稿 12:41更新時間 13:45 〔記者謝君臨、林哲遠、林欣漢/台北報導〕2024大選唯一一場副總統候選人辯論會,今天下午2時在公視登場。",True,institution_only,True,gate: core_election,True,KEEP,1.0,KEEP,1.0,True,KEEP,01_news_datasets/03_Lai_ltn_news_units.csv,1,,cross_corpus_dedup_lower_priority_or_tiebreak_file_order,01_news_datasets/01_Ho_ltn_news_units.csv,01_Ho_ltn_news,1,_87c3d1820273_u002
_0722970e3a88,_0722970e3a88_u002,"黨內人士表示,外界有太多的假訊息、謠言,藍營也一直刻意操作,做錯誤解讀,講成豪宅。",claim,"賴清德位於萬里的老家被指為違建,賴清德下午主持中常會強調,礦區的房子早在法令之前存在,應該是合法既存的建築,這偏遠礦區的小房屋跟國民黨總統候選人侯友宜陽明山整棟的學生宿舍根本沒有辦法比較,跟民眾黨總統候選人柯文哲家的違建,以及所購買的農地當遊覽車停車場價值,也沒有辦法比較。","前立委邱毅等人透過空拍機拍到房子後面還有鐵皮屋,黨內人士說,那是廚房外面的遮雨棚,不是鐵皮屋,也是在原本的權狀範圍內。","[{""name"": ""藍營"", ""party"": ""KMT""}]",[],False,,19e58524253ef63716abda683e721b93,False,02_Ke_chinatimes_news,2023-12-20 18:00:00,"黨內人士表示,外界有太多的假訊息、謠言,藍營也一直刻意操作,做錯誤解讀,講成豪宅。",True,cooccur: actor×institution,True,gate: actor×inst,False,KEEP,0.4270477890968323,,,False,KEEP,01_news_datasets/02_Ke_chinatimes_news_units.csv,1,,cross_corpus_dedup_lower_priority_or_tiebreak_file_order,01_news_datasets/01_Ho_chinatimes_news_units.csv,01_Ho_chinatimes_news,1,_0722970e3a88_u002
_0722970e3a88,_0722970e3a88_u002,"黨內人士表示,外界有太多的假訊息、謠言,藍營也一直刻意操作,做錯誤解讀,講成豪宅。",claim,"賴清德位於萬里的老家被指為違建,賴清德下午主持中常會強調,礦區的房子早在法令之前存在,應該是合法既存的建築,這偏遠礦區的小房屋跟國民黨總統候選人侯友宜陽明山整棟的學生宿舍根本沒有辦法比較,跟民眾黨總統候選人柯文哲家的違建,以及所購買的農地當遊覽車停車場價值,也沒有辦法比較。","前立委邱毅等人透過空拍機拍到房子後面還有鐵皮屋,黨內人士說,那是廚房外面的遮雨棚,不是鐵皮屋,也是在原本的權狀範圍內。","[{""name"": ""藍營"", ""party"": ""KMT""}]",[],False,,19e58524253ef63716abda683e721b93,False,03_Lai_chinatimes_news,2023-12-20 18:00:00,"黨內人士表示,外界有太多的假訊息、謠言,藍營也一直刻意操作,做錯誤解讀,講成豪宅。",True,cooccur: actor×institution,True,gate: actor×inst,False,KEEP,0.4464607536792755,,,False,KEEP,01_news_datasets/03_Lai_chinatimes_news_units.csv,1,,cross_corpus_dedup_lower_priority_or_tiebreak_file_order,01_news_datasets/01_Ho_chinatimes_news_units.csv,01_Ho_chinatimes_news,1,_0722970e3a88_u002
_d2a0bcb07a33,_d2a0bcb07a33_u031,"許多法案在他敲下議事槌後,就會看到吳玉琴準備走上來發表三讀後感言,讓他印象深刻。",context,"游錫堃也分享,吳玉琴走路很快、個性堅韌,專業知識與論述能力兼俱,並積極為弱勢與正義打拚,獲得公民監督國會聯盟、口袋國會、司法正義行動聯盟等團體評選為優良立委。","吳玉琴在許多法案都扮演靈魂人物,否則無法在本屆立法院通過。",[],"[""三讀|procedure""]",True,legislative,19e7766742ee95e2a27d31072e2793d2,False,03_Lai_ltn_news,2023-12-22 22:24:03,"許多法案在他敲下議事槌後,就會看到吳玉琴準備走上來發表三讀後感言,讓他印象深刻。",True,institution_only,False,,True,KEEP,1.0,KEEP,1.0,True,KEEP,01_news_datasets/03_Lai_ltn_news_units.csv,1,,cross_corpus_dedup_lower_priority_or_tiebreak_file_order,01_news_datasets/01_Ho_ltn_news_units.csv,01_Ho_ltn_news,1,_d2a0bcb07a33_u031
_73b4a163575f,_73b4a163575f_u003,"張智倫的父母前立委張慶忠、新北市議員陳錦錠今天也現身站台,但未發言。",context,首次上稿 11:50更新時間 12:21 〔記者董冠怡/新北報導〕國民黨總統參選人侯友宜與新北市第8選區立委參選人張智倫聯合競選總部今天(10日)成立。,"侯友宜一早先去中和區東德宮參拜,再到造勢活動現場。",[],[],False,,19e973fdce0419c78300c670e870eaca,False,02_Ke_ltn_news,2023-12-10 12:21:21,"張智倫的父母前立委張慶忠、新北市議員陳錦錠今天也現身站台,但未發言。",True,institution_only,True,gate: core_election,False,KEEP,0.5189245939254761,,,True,KEEP,01_news_datasets/02_Ke_ltn_news_units.csv,1,,cross_corpus_dedup_lower_priority_or_tiebreak_file_order,01_news_datasets/01_Ho_ltn_news_units.csv,01_Ho_ltn_news,1,_73b4a163575f_u003
_73b4a163575f,_73b4a163575f_u003,"張智倫的父母前立委張慶忠、新北市議員陳錦錠今天也現身站台,但未發言。",context,首次上稿 11:50更新時間 12:21 〔記者董冠怡/新北報導〕國民黨總統參選人侯友宜與新北市第8選區立委參選人張智倫聯合競選總部今天(10日)成立。,"侯友宜一早先去中和區東德宮參拜,再到造勢活動現場。",[],[],False,,19e973fdce0419c78300c670e870eaca,False,03_Lai_ltn_news,2023-12-10 12:21:21,"張智倫的父母前立委張慶忠、新北市議員陳錦錠今天也現身站台,但未發言。",True,institution_only,True,gate: core_election,False,KEEP,0.5299964547157288,,,True,KEEP,01_news_datasets/03_Lai_ltn_news_units.csv,1,,cross_corpus_dedup_lower_priority_or_tiebreak_file_order,01_news_datasets/01_Ho_ltn_news_units.csv,01_Ho_ltn_news,1,_73b4a163575f_u003
