period,candidate,L1,share_smooth,period_end
2023-06-26/2023-07-02,柯文哲,L1-03,0.1516404218767269,2023-06-26/2023-07-02
2023-06-26/2023-07-02,柯文哲,L1-06,0.32723615865710737,2023-06-26/2023-07-02
2023-06-26/2023-07-02,柯文哲,L1-07,0.19399124980982846,2023-06-26/2023-07-02
2023-06-26/2023-07-02,赖清德,L1-01,0.10760156531602276,2023-06-26/2023-07-02
2023-06-26/2023-07-02,赖清德,L1-03,0.14775465658841452,2023-06-26/2023-07-02
2023-06-26/2023-07-02,赖清德,L1-06,0.22384187455787763,2023-06-26/2023-07-02
2023-06-26/2023-07-02,赖清德,L1-07,0.2409419050766333,2023-06-26/2023-07-02
2023-07-03/2023-07-09,侯友宜,L1-01,0.03741496598639455,2023-07-03/2023-07-09
2023-07-03/2023-07-09,侯友宜,L1-03,0.24572805312601229,2023-07-03/2023-07-09
2023-07-03/2023-07-09,侯友宜,L1-06,0.2960702137998056,2023-07-03/2023-07-09
2023-07-03/2023-07-09,侯友宜,L1-07,0.19097590334835232,2023-07-03/2023-07-09
2023-07-03/2023-07-09,柯文哲,L1-01,0.1510795706242363,2023-07-03/2023-07-09
2023-07-03/2023-07-09,柯文哲,L1-03,0.26865816560738004,2023-07-03/2023-07-09
2023-07-03/2023-07-09,柯文哲,L1-06,0.2928741714616584,2023-07-03/2023-07-09
2023-07-03/2023-07-09,柯文哲,L1-07,0.07364935266371082,2023-07-03/2023-07-09
2023-07-03/2023-07-09,赖清德,L1-01,0.09209743789647715,2023-07-03/2023-07-09
2023-07-03/2023-07-09,赖清德,L1-03,0.24871996819996414,2023-07-03/2023-07-09
2023-07-03/2023-07-09,赖清德,L1-06,0.34276462698843646,2023-07-03/2023-07-09
2023-07-03/2023-07-09,赖清德,L1-07,0.130900481577709,2023-07-03/2023-07-09
2023-07-10/2023-07-16,侯友宜,L1-01,0.06632653061224489,2023-07-10/2023-07-16
2023-07-10/2023-07-16,侯友宜,L1-03,0.048234531908001296,2023-07-10/2023-07-16
2023-07-10/2023-07-16,侯友宜,L1-06,0.28556851311953346,2023-07-10/2023-07-16
2023-07-10/2023-07-16,侯友宜,L1-07,0.19867184969225787,2023-07-10/2023-07-16
2023-07-10/2023-07-16,柯文哲,L1-01,0.05995731625983726,2023-07-10/2023-07-16
2023-07-10/2023-07-16,柯文哲,L1-03,0.10811097166139182,2023-07-10/2023-07-16
2023-07-10/2023-07-16,柯文哲,L1-06,0.2701157735821601,2023-07-10/2023-07-16
2023-07-10/2023-07-16,柯文哲,L1-07,0.24331035444480817,2023-07-10/2023-07-16
2023-07-10/2023-07-16,赖清德,L1-01,0.03922906852870443,2023-07-10/2023-07-16
2023-07-10/2023-07-16,赖清德,L1-03,0.19644006931781116,2023-07-10/2023-07-16
2023-07-10/2023-07-16,赖清德,L1-06,0.262227304870899,2023-07-10/2023-07-16
2023-07-10/2023-07-16,赖清德,L1-07,0.17083836434272262,2023-07-10/2023-07-16
2023-07-17/2023-07-23,侯友宜,L1-01,0.18367346938775508,2023-07-17/2023-07-23
2023-07-17/2023-07-23,侯友宜,L1-03,0.005714285714285714,2023-07-17/2023-07-23
2023-07-17/2023-07-23,侯友宜,L1-06,0.11661807580174924,2023-07-17/2023-07-23
2023-07-17/2023-07-23,侯友宜,L1-07,0.05020408163265306,2023-07-17/2023-07-23
2023-07-17/2023-07-23,柯文哲,L1-01,0.008658008658008658,2023-07-17/2023-07-23
2023-07-17/2023-07-23,柯文哲,L1-03,0.14419815773199232,2023-07-17/2023-07-23
2023-07-17/2023-07-23,柯文哲,L1-06,0.33915470494417865,2023-07-17/2023-07-23
2023-07-17/2023-07-23,柯文哲,L1-07,0.25608745890700774,2023-07-17/2023-07-23
2023-07-17/2023-07-23,赖清德,L1-01,0.10232302218364935,2023-07-17/2023-07-23
2023-07-17/2023-07-23,赖清德,L1-03,0.3245839590787326,2023-07-17/2023-07-23
2023-07-17/2023-07-23,赖清德,L1-06,0.1969017625812051,2023-07-17/2023-07-23
2023-07-17/2023-07-23,赖清德,L1-07,0.1854072323708959,2023-07-17/2023-07-23
2023-07-24/2023-07-30,侯友宜,L1-01,0.04081632653061224,2023-07-24/2023-07-30
2023-07-24/2023-07-30,侯友宜,L1-03,0.07918367346938775,2023-07-24/2023-07-30
2023-07-24/2023-07-30,侯友宜,L1-06,0.09591836734693873,2023-07-24/2023-07-30
2023-07-24/2023-07-30,侯友宜,L1-07,0.2542857142857143,2023-07-24/2023-07-30
2023-07-24/2023-07-30,柯文哲,L1-01,0.03830211738375004,2023-07-24/2023-07-30
2023-07-24/2023-07-30,柯文哲,L1-03,0.07869864054074581,2023-07-24/2023-07-30
2023-07-24/2023-07-30,柯文哲,L1-06,0.41378023754500654,2023-07-24/2023-07-30
2023-07-24/2023-07-30,柯文哲,L1-07,0.16992946187360794,2023-07-24/2023-07-30
2023-07-24/2023-07-30,赖清德,L1-01,0.05947047808670506,2023-07-24/2023-07-30
2023-07-24/2023-07-30,赖清德,L1-03,0.1962664268159107,2023-07-24/2023-07-30
2023-07-24/2023-07-30,赖清德,L1-06,0.13550549244437618,2023-07-24/2023-07-30
2023-07-24/2023-07-30,赖清德,L1-07,0.24739905296368603,2023-07-24/2023-07-30
2023-07-31/2023-08-06,侯友宜,L1-01,0.026967930029154517,2023-07-31/2023-08-06
2023-07-31/2023-08-06,侯友宜,L1-03,0.19601554907677357,2023-07-31/2023-08-06
2023-07-31/2023-08-06,侯友宜,L1-06,0.12298347910592804,2023-07-31/2023-08-06
2023-07-31/2023-08-06,侯友宜,L1-07,0.14961127308066086,2023-07-31/2023-08-06
2023-07-31/2023-08-06,柯文哲,L1-01,0.04740848720440557,2023-07-31/2023-08-06
2023-07-31/2023-08-06,柯文哲,L1-03,0.22966472303207,2023-07-31/2023-08-06
2023-07-31/2023-08-06,柯文哲,L1-06,0.4207570113182358,2023-07-31/2023-08-06
2023-07-31/2023-08-06,柯文哲,L1-07,0.10029633065347347,2023-07-31/2023-08-06
2023-07-31/2023-08-06,赖清德,L1-01,0.09981842361004553,2023-07-31/2023-08-06
2023-07-31/2023-08-06,赖清德,L1-03,0.24640273784134994,2023-07-31/2023-08-06
2023-07-31/2023-08-06,赖清德,L1-06,0.27664826255226943,2023-07-31/2023-08-06
2023-07-31/2023-08-06,赖清德,L1-07,0.13490355769637047,2023-07-31/2023-08-06
2023-08-07/2023-08-13,侯友宜,L1-01,0.06838354389374798,2023-08-07/2023-08-13
2023-08-07/2023-08-13,侯友宜,L1-03,0.32431848197154317,2023-08-07/2023-08-13
2023-08-07/2023-08-13,侯友宜,L1-06,0.18579028681069493,2023-08-07/2023-08-13
2023-08-07/2023-08-13,侯友宜,L1-07,0.23212603722807804,2023-08-07/2023-08-13
2023-08-07/2023-08-13,柯文哲,L1-01,0.06611477844840755,2023-08-07/2023-08-13
2023-08-07/2023-08-13,柯文哲,L1-03,0.16166624413740655,2023-08-07/2023-08-13
2023-08-07/2023-08-13,柯文哲,L1-06,0.3551392514613455,2023-08-07/2023-08-13
2023-08-07/2023-08-13,柯文哲,L1-07,0.2691300979411006,2023-08-07/2023-08-13
2023-08-07/2023-08-13,赖清德,L1-01,0.05995921008997177,2023-08-07/2023-08-13
2023-08-07/2023-08-13,赖清德,L1-03,0.2682264785811697,2023-08-07/2023-08-13
2023-08-07/2023-08-13,赖清德,L1-06,0.3231138137147337,2023-08-07/2023-08-13
2023-08-07/2023-08-13,赖清德,L1-07,0.17579291456842475,2023-08-07/2023-08-13
2023-08-14/2023-08-20,侯友宜,L1-01,0.20895691609977327,2023-08-14/2023-08-20
2023-08-14/2023-08-20,侯友宜,L1-03,0.36406767835339265,2023-08-14/2023-08-20
2023-08-14/2023-08-20,侯友宜,L1-06,0.1524158381301238,2023-08-14/2023-08-20
2023-08-14/2023-08-20,侯友宜,L1-07,0.19654631083202512,2023-08-14/2023-08-20
2023-08-14/2023-08-20,柯文哲,L1-01,0.18650266248925543,2023-08-14/2023-08-20
2023-08-14/2023-08-20,柯文哲,L1-03,0.19740667289978,2023-08-14/2023-08-20
2023-08-14/2023-08-20,柯文哲,L1-06,0.2604280602580103,2023-08-14/2023-08-20
2023-08-14/2023-08-20,柯文哲,L1-07,0.09712496233364279,2023-08-14/2023-08-20
2023-08-14/2023-08-20,赖清德,L1-01,0.02437968377502913,2023-08-14/2023-08-20
2023-08-14/2023-08-20,赖清德,L1-03,0.48705509314457046,2023-08-14/2023-08-20
2023-08-14/2023-08-20,赖清德,L1-06,0.1897628510541846,2023-08-14/2023-08-20
2023-08-14/2023-08-20,赖清德,L1-07,0.2055649693574296,2023-08-14/2023-08-20
2023-08-21/2023-08-27,侯友宜,L1-01,0.07551020408163267,2023-08-21/2023-08-27
2023-08-21/2023-08-27,侯友宜,L1-03,0.1489795918367347,2023-08-21/2023-08-27
2023-08-21/2023-08-27,侯友宜,L1-06,0.10204081632653059,2023-08-21/2023-08-27
2023-08-21/2023-08-27,侯友宜,L1-07,0.09591836734693877,2023-08-21/2023-08-27
2023-08-21/2023-08-27,柯文哲,L1-01,0.07637577541379996,2023-08-21/2023-08-27
2023-08-21/2023-08-27,柯文哲,L1-03,0.2939518288329075,2023-08-21/2023-08-27
2023-08-21/2023-08-27,柯文哲,L1-06,0.3096823040592383,2023-08-21/2023-08-27
2023-08-21/2023-08-27,柯文哲,L1-07,0.15703564945157125,2023-08-21/2023-08-27
2023-08-21/2023-08-27,赖清德,L1-01,0.06865190111841313,2023-08-21/2023-08-27
2023-08-21/2023-08-27,赖清德,L1-03,0.2731710105976049,2023-08-21/2023-08-27
2023-08-21/2023-08-27,赖清德,L1-06,0.30567377803816204,2023-08-21/2023-08-27
2023-08-21/2023-08-27,赖清德,L1-07,0.12035256624204112,2023-08-21/2023-08-27
2023-08-28/2023-09-03,侯友宜,L1-01,0.012698412698412704,2023-08-28/2023-09-03
2023-08-28/2023-09-03,侯友宜,L1-03,0.13918367346938773,2023-08-28/2023-09-03
2023-08-28/2023-09-03,侯友宜,L1-06,0.1944784580498866,2023-08-28/2023-09-03
2023-08-28/2023-09-03,侯友宜,L1-07,0.23190476190476192,2023-08-28/2023-09-03
2023-08-28/2023-09-03,柯文哲,L1-01,0.06857659804964954,2023-08-28/2023-09-03
2023-08-28/2023-09-03,柯文哲,L1-03,0.2314912296679478,2023-08-28/2023-09-03
2023-08-28/2023-09-03,柯文哲,L1-06,0.3604265662112644,2023-08-28/2023-09-03
2023-08-28/2023-09-03,柯文哲,L1-07,0.1310100316211316,2023-08-28/2023-09-03
2023-08-28/2023-09-03,赖清德,L1-01,0.06573011889051349,2023-08-28/2023-09-03
2023-08-28/2023-09-03,赖清德,L1-03,0.25448243804107895,2023-08-28/2023-09-03
2023-08-28/2023-09-03,赖清德,L1-06,0.22447428194596625,2023-08-28/2023-09-03
2023-08-28/2023-09-03,赖清德,L1-07,0.17914117495776244,2023-08-28/2023-09-03
2023-09-04/2023-09-10,侯友宜,L1-01,0.17006802721088435,2023-09-04/2023-09-10
2023-09-04/2023-09-10,侯友宜,L1-03,0.06632653061224489,2023-09-04/2023-09-10
2023-09-04/2023-09-10,侯友宜,L1-06,0.06462585034013603,2023-09-04/2023-09-10
2023-09-04/2023-09-10,侯友宜,L1-07,0.1479591836734694,2023-09-04/2023-09-10
2023-09-04/2023-09-10,柯文哲,L1-01,0.05325814536340852,2023-09-04/2023-09-10
2023-09-04/2023-09-10,柯文哲,L1-03,0.22549191301234456,2023-09-04/2023-09-10
2023-09-04/2023-09-10,柯文哲,L1-06,0.3600606440680228,2023-09-04/2023-09-10
2023-09-04/2023-09-10,柯文哲,L1-07,0.14538711093023893,2023-09-04/2023-09-10
2023-09-04/2023-09-10,赖清德,L1-01,0.030403835121705337,2023-09-04/2023-09-10
2023-09-04/2023-09-10,赖清德,L1-03,0.32281457196044816,2023-09-04/2023-09-10
2023-09-04/2023-09-10,赖清德,L1-06,0.2378559606995532,2023-09-04/2023-09-10
2023-09-04/2023-09-10,赖清德,L1-07,0.134323181654381,2023-09-04/2023-09-10
2023-09-11/2023-09-17,侯友宜,L1-01,0.08233638282899367,2023-09-11/2023-09-17
2023-09-11/2023-09-17,侯友宜,L1-03,0.1730087646343804,2023-09-11/2023-09-17
2023-09-11/2023-09-17,侯友宜,L1-06,0.2060776661761883,2023-09-11/2023-09-17
2023-09-11/2023-09-17,侯友宜,L1-07,0.1467169940076344,2023-09-11/2023-09-17
2023-09-11/2023-09-17,柯文哲,L1-01,0.014380489037720351,2023-09-11/2023-09-17
2023-09-11/2023-09-17,柯文哲,L1-03,0.09072356215213362,2023-09-11/2023-09-17
2023-09-11/2023-09-17,柯文哲,L1-06,0.4270931065522587,2023-09-11/2023-09-17
2023-09-11/2023-09-17,柯文哲,L1-07,0.20988915046538095,2023-09-11/2023-09-17
2023-09-11/2023-09-17,赖清德,L1-01,0.08379248811457495,2023-09-11/2023-09-17
2023-09-11/2023-09-17,赖清德,L1-03,0.24460270554350955,2023-09-11/2023-09-17
2023-09-11/2023-09-17,赖清德,L1-06,0.3296425978518339,2023-09-11/2023-09-17
2023-09-11/2023-09-17,赖清德,L1-07,0.1345487922208176,2023-09-11/2023-09-17
2023-09-18/2023-09-24,侯友宜,L1-01,0.09698675708527925,2023-09-18/2023-09-24
2023-09-18/2023-09-24,侯友宜,L1-03,0.2674279743245261,2023-09-18/2023-09-24
2023-09-18/2023-09-24,侯友宜,L1-06,0.17808628153455736,2023-09-18/2023-09-24
2023-09-18/2023-09-24,侯友宜,L1-07,0.21951037468278847,2023-09-18/2023-09-24
2023-09-18/2023-09-24,柯文哲,L1-01,0.09828067590672632,2023-09-18/2023-09-24
2023-09-18/2023-09-24,柯文哲,L1-03,0.06626306024802268,2023-09-18/2023-09-24
2023-09-18/2023-09-24,柯文哲,L1-06,0.43140860012266474,2023-09-18/2023-09-24
2023-09-18/2023-09-24,柯文哲,L1-07,0.206105328893918,2023-09-18/2023-09-24
2023-09-18/2023-09-24,赖清德,L1-01,0.07576334782748187,2023-09-18/2023-09-24
2023-09-18/2023-09-24,赖清德,L1-03,0.10152441543418989,2023-09-18/2023-09-24
2023-09-18/2023-09-24,赖清德,L1-06,0.345425153164906,2023-09-18/2023-09-24
2023-09-18/2023-09-24,赖清德,L1-07,0.21531282115820652,2023-09-18/2023-09-24
2023-09-25/2023-10-01,侯友宜,L1-01,0.0398363371322555,2023-09-25/2023-10-01
2023-09-25/2023-10-01,侯友宜,L1-03,0.11923005565862708,2023-09-25/2023-10-01
2023-09-25/2023-10-01,侯友宜,L1-06,0.1865677179962894,2023-09-25/2023-10-01
2023-09-25/2023-10-01,侯友宜,L1-07,0.18509939040551288,2023-09-25/2023-10-01
2023-09-25/2023-10-01,柯文哲,L1-01,0.17835282631201,2023-09-25/2023-10-01
2023-09-25/2023-10-01,柯文哲,L1-03,0.12712287712287715,2023-09-25/2023-10-01
2023-09-25/2023-10-01,柯文哲,L1-06,0.19331971882992294,2023-09-25/2023-10-01
2023-09-25/2023-10-01,柯文哲,L1-07,0.24761916088446698,2023-09-25/2023-10-01
2023-09-25/2023-10-01,赖清德,L1-01,0.034315720722426266,2023-09-25/2023-10-01
2023-09-25/2023-10-01,赖清德,L1-03,0.11062413687279425,2023-09-25/2023-10-01
2023-09-25/2023-10-01,赖清德,L1-06,0.3091640620704878,2023-09-25/2023-10-01
2023-09-25/2023-10-01,赖清德,L1-07,0.15592852852497313,2023-09-25/2023-10-01
2023-10-02/2023-10-08,侯友宜,L1-01,0.008549562682215742,2023-10-02/2023-10-08
2023-10-02/2023-10-08,侯友宜,L1-03,0.14938775510204083,2023-10-02/2023-10-08
2023-10-02/2023-10-08,侯友宜,L1-06,0.1212998056365403,2023-10-02/2023-10-08
2023-10-02/2023-10-08,侯友宜,L1-07,0.22753401360544218,2023-10-02/2023-10-08
2023-10-02/2023-10-08,柯文哲,L1-01,0.08136761197985691,2023-10-02/2023-10-08
2023-10-02/2023-10-08,柯文哲,L1-03,0.11211092042105109,2023-10-02/2023-10-08
2023-10-02/2023-10-08,柯文哲,L1-06,0.387467874861933,2023-10-02/2023-10-08
2023-10-02/2023-10-08,柯文哲,L1-07,0.11764778225782417,2023-10-02/2023-10-08
2023-10-02/2023-10-08,赖清德,L1-01,0.06972329482303398,2023-10-02/2023-10-08
2023-10-02/2023-10-08,赖清德,L1-03,0.1751614012355151,2023-10-02/2023-10-08
2023-10-02/2023-10-08,赖清德,L1-06,0.2845855103642429,2023-10-02/2023-10-08
2023-10-02/2023-10-08,赖清德,L1-07,0.10908626109255233,2023-10-02/2023-10-08
2023-10-09/2023-10-15,侯友宜,L1-01,0.00510204081632653,2023-10-09/2023-10-15
2023-10-09/2023-10-15,侯友宜,L1-03,0.0,2023-10-09/2023-10-15
2023-10-09/2023-10-15,侯友宜,L1-06,0.19147230320699707,2023-10-09/2023-10-15
2023-10-09/2023-10-15,侯友宜,L1-07,0.2501943634596696,2023-10-09/2023-10-15
2023-10-09/2023-10-15,柯文哲,L1-01,0.01208315494029783,2023-10-09/2023-10-15
2023-10-09/2023-10-15,柯文哲,L1-03,0.15367963411717048,2023-10-09/2023-10-15
2023-10-09/2023-10-15,柯文哲,L1-06,0.5151590217704864,2023-10-09/2023-10-15
2023-10-09/2023-10-15,柯文哲,L1-07,0.21055119127932212,2023-10-09/2023-10-15
2023-10-09/2023-10-15,赖清德,L1-01,0.0800403461532215,2023-10-09/2023-10-15
2023-10-09/2023-10-15,赖清德,L1-03,0.23104614661963005,2023-10-09/2023-10-15
2023-10-09/2023-10-15,赖清德,L1-06,0.27660571339528045,2023-10-09/2023-10-15
2023-10-09/2023-10-15,赖清德,L1-07,0.16360211372003272,2023-10-09/2023-10-15
2023-10-16/2023-10-22,侯友宜,L1-01,0.00510204081632653,2023-10-16/2023-10-22
2023-10-16/2023-10-22,侯友宜,L1-03,0.025510204081632657,2023-10-16/2023-10-22
2023-10-16/2023-10-22,侯友宜,L1-06,0.10034013605442173,2023-10-16/2023-10-22
2023-10-16/2023-10-22,侯友宜,L1-07,0.42346938775510207,2023-10-16/2023-10-22
2023-10-16/2023-10-22,柯文哲,L1-01,0.02386185243328104,2023-10-16/2023-10-22
2023-10-16/2023-10-22,柯文哲,L1-03,0.20431666883063235,2023-10-16/2023-10-22
2023-10-16/2023-10-22,柯文哲,L1-06,0.4058277070226587,2023-10-16/2023-10-22
2023-10-16/2023-10-22,柯文哲,L1-07,0.22888997415044673,2023-10-16/2023-10-22
2023-10-16/2023-10-22,赖清德,L1-01,0.13476741988066884,2023-10-16/2023-10-22
2023-10-16/2023-10-22,赖清德,L1-03,0.21812439261418856,2023-10-16/2023-10-22
2023-10-16/2023-10-22,赖清德,L1-06,0.2783328107313537,2023-10-16/2023-10-22
2023-10-16/2023-10-22,赖清德,L1-07,0.26284173165833835,2023-10-16/2023-10-22
2023-10-23/2023-10-29,侯友宜,L1-01,0.022358943577430974,2023-10-23/2023-10-29
2023-10-23/2023-10-29,侯友宜,L1-03,0.07638964676779804,2023-10-23/2023-10-29
2023-10-23/2023-10-29,侯友宜,L1-06,0.21420537912134546,2023-10-23/2023-10-29
2023-10-23/2023-10-29,侯友宜,L1-07,0.34990511356057574,2023-10-23/2023-10-29
2023-10-23/2023-10-29,柯文哲,L1-01,0.03746448124328312,2023-10-23/2023-10-29
2023-10-23/2023-10-29,柯文哲,L1-03,0.0996131020191171,2023-10-23/2023-10-29
2023-10-23/2023-10-29,柯文哲,L1-06,0.45105575608417564,2023-10-23/2023-10-29
2023-10-23/2023-10-29,柯文哲,L1-07,0.2765629860969894,2023-10-23/2023-10-29
2023-10-23/2023-10-29,赖清德,L1-01,0.09883820761605284,2023-10-23/2023-10-29
2023-10-23/2023-10-29,赖清德,L1-03,0.1831951217884997,2023-10-23/2023-10-29
2023-10-23/2023-10-29,赖清德,L1-06,0.20961165113315675,2023-10-23/2023-10-29
2023-10-23/2023-10-29,赖清德,L1-07,0.2025700008672969,2023-10-23/2023-10-29
2023-10-30/2023-11-05,侯友宜,L1-01,0.025417063377074965,2023-10-30/2023-11-05
2023-10-30/2023-11-05,侯友宜,L1-03,0.09682862776169066,2023-10-30/2023-11-05
2023-10-30/2023-11-05,侯友宜,L1-06,0.3450043509084367,2023-10-30/2023-11-05
2023-10-30/2023-11-05,侯友宜,L1-07,0.25432724331594225,2023-10-30/2023-11-05
2023-10-30/2023-11-05,柯文哲,L1-01,0.04509183515974691,2023-10-30/2023-11-05
2023-10-30/2023-11-05,柯文哲,L1-03,0.06564050601086462,2023-10-30/2023-11-05
2023-10-30/2023-11-05,柯文哲,L1-06,0.4553407433948949,2023-10-30/2023-11-05
2023-10-30/2023-11-05,柯文哲,L1-07,0.2514778157415271,2023-10-30/2023-11-05
2023-10-30/2023-11-05,赖清德,L1-01,0.02084403555472532,2023-10-30/2023-11-05
2023-10-30/2023-11-05,赖清德,L1-03,0.16036635510693328,2023-10-30/2023-11-05
2023-10-30/2023-11-05,赖清德,L1-06,0.15760305822230822,2023-10-30/2023-11-05
2023-10-30/2023-11-05,赖清德,L1-07,0.4052008904248198,2023-10-30/2023-11-05
2023-11-06/2023-11-12,侯友宜,L1-01,0.001055594651653765,2023-11-06/2023-11-12
2023-11-06/2023-11-12,侯友宜,L1-03,0.14343948334096118,2023-11-06/2023-11-12
2023-11-06/2023-11-12,侯友宜,L1-06,0.20814202218143102,2023-11-06/2023-11-12
2023-11-06/2023-11-12,侯友宜,L1-07,0.30762505146741603,2023-11-06/2023-11-12
2023-11-06/2023-11-12,柯文哲,L1-01,0.054951408753947925,2023-11-06/2023-11-12
2023-11-06/2023-11-12,柯文哲,L1-03,0.08061614567114718,2023-11-06/2023-11-12
2023-11-06/2023-11-12,柯文哲,L1-06,0.4184267482613648,2023-11-06/2023-11-12
2023-11-06/2023-11-12,柯文哲,L1-07,0.2951880574442412,2023-11-06/2023-11-12
2023-11-06/2023-11-12,赖清德,L1-01,0.06124345714679745,2023-11-06/2023-11-12
2023-11-06/2023-11-12,赖清德,L1-03,0.1865711509894649,2023-11-06/2023-11-12
2023-11-06/2023-11-12,赖清德,L1-06,0.17903235295262748,2023-11-06/2023-11-12
2023-11-06/2023-11-12,赖清德,L1-07,0.24680199247164897,2023-11-06/2023-11-12
2023-11-13/2023-11-19,侯友宜,L1-01,0.021768707482993196,2023-11-13/2023-11-19
2023-11-13/2023-11-19,侯友宜,L1-03,0.0756545042259328,2023-11-13/2023-11-19
2023-11-13/2023-11-19,侯友宜,L1-06,0.5446093588950731,2023-11-13/2023-11-19
2023-11-13/2023-11-19,侯友宜,L1-07,0.2311482168625026,2023-11-13/2023-11-19
2023-11-13/2023-11-19,柯文哲,L1-01,0.026328052027872972,2023-11-13/2023-11-19
2023-11-13/2023-11-19,柯文哲,L1-03,0.142109168960253,2023-11-13/2023-11-19
2023-11-13/2023-11-19,柯文哲,L1-06,0.4790936969716836,2023-11-13/2023-11-19
2023-11-13/2023-11-19,柯文哲,L1-07,0.23180535785525608,2023-11-13/2023-11-19
2023-11-13/2023-11-19,赖清德,L1-01,0.06149429898606989,2023-11-13/2023-11-19
2023-11-13/2023-11-19,赖清德,L1-03,0.17966377835232,2023-11-13/2023-11-19
2023-11-13/2023-11-19,赖清德,L1-06,0.18741261279634863,2023-11-13/2023-11-19
2023-11-13/2023-11-19,赖清德,L1-07,0.22301146181815598,2023-11-13/2023-11-19
2023-11-20/2023-11-26,侯友宜,L1-01,0.02113378684807256,2023-11-20/2023-11-26
2023-11-20/2023-11-26,侯友宜,L1-03,0.028845085687190963,2023-11-20/2023-11-26
2023-11-20/2023-11-26,侯友宜,L1-06,0.5188555883452962,2023-11-20/2023-11-26
2023-11-20/2023-11-26,侯友宜,L1-07,0.36681764964767555,2023-11-20/2023-11-26
2023-11-20/2023-11-26,柯文哲,L1-01,0.038228913252876404,2023-11-20/2023-11-26
2023-11-20/2023-11-26,柯文哲,L1-03,0.11587500394411625,2023-11-20/2023-11-26
2023-11-20/2023-11-26,柯文哲,L1-06,0.5253470563455073,2023-11-20/2023-11-26
2023-11-20/2023-11-26,柯文哲,L1-07,0.22644943619323574,2023-11-20/2023-11-26
2023-11-20/2023-11-26,赖清德,L1-01,0.028658845768480323,2023-11-20/2023-11-26
2023-11-20/2023-11-26,赖清德,L1-03,0.2601171383065071,2023-11-20/2023-11-26
2023-11-20/2023-11-26,赖清德,L1-06,0.25179752141546163,2023-11-20/2023-11-26
2023-11-20/2023-11-26,赖清德,L1-07,0.3966054322200501,2023-11-20/2023-11-26
2023-11-27/2023-12-03,侯友宜,L1-01,0.06017465401429513,2023-11-27/2023-12-03
2023-11-27/2023-12-03,侯友宜,L1-03,0.194925240976293,2023-11-27/2023-12-03
2023-11-27/2023-12-03,侯友宜,L1-06,0.39614765386786016,2023-11-27/2023-12-03
2023-11-27/2023-12-03,侯友宜,L1-07,0.27992991606835765,2023-11-27/2023-12-03
2023-11-27/2023-12-03,柯文哲,L1-01,0.057783957136022676,2023-11-27/2023-12-03
2023-11-27/2023-12-03,柯文哲,L1-03,0.1373596342451829,2023-11-27/2023-12-03
2023-11-27/2023-12-03,柯文哲,L1-06,0.3710452699887112,2023-11-27/2023-12-03
2023-11-27/2023-12-03,柯文哲,L1-07,0.2983297648187402,2023-11-27/2023-12-03
2023-11-27/2023-12-03,赖清德,L1-01,0.06626710159611483,2023-11-27/2023-12-03
2023-11-27/2023-12-03,赖清德,L1-03,0.15642659796711156,2023-11-27/2023-12-03
2023-11-27/2023-12-03,赖清德,L1-06,0.4490842315145042,2023-11-27/2023-12-03
2023-11-27/2023-12-03,赖清德,L1-07,0.2153215167205443,2023-11-27/2023-12-03
2023-12-04/2023-12-10,侯友宜,L1-01,0.08233861818558855,2023-12-04/2023-12-10
2023-12-04/2023-12-10,侯友宜,L1-03,0.1770905559763208,2023-12-04/2023-12-10
2023-12-04/2023-12-10,侯友宜,L1-06,0.25462369868290124,2023-12-04/2023-12-10
2023-12-04/2023-12-10,侯友宜,L1-07,0.3417598797234862,2023-12-04/2023-12-10
2023-12-04/2023-12-10,柯文哲,L1-01,0.06077962378052395,2023-12-04/2023-12-10
2023-12-04/2023-12-10,柯文哲,L1-03,0.1279020729123094,2023-12-04/2023-12-10
2023-12-04/2023-12-10,柯文哲,L1-06,0.32804164398061075,2023-12-04/2023-12-10
2023-12-04/2023-12-10,柯文哲,L1-07,0.29880956830184996,2023-12-04/2023-12-10
2023-12-04/2023-12-10,赖清德,L1-01,0.04267595464314529,2023-12-04/2023-12-10
2023-12-04/2023-12-10,赖清德,L1-03,0.16938105302884862,2023-12-04/2023-12-10
2023-12-04/2023-12-10,赖清德,L1-06,0.2934115157362175,2023-12-04/2023-12-10
2023-12-04/2023-12-10,赖清德,L1-07,0.28437946386584345,2023-12-04/2023-12-10
2023-12-11/2023-12-17,侯友宜,L1-01,0.047089630556610806,2023-12-11/2023-12-17
2023-12-11/2023-12-17,侯友宜,L1-03,0.16439172917653602,2023-12-11/2023-12-17
2023-12-11/2023-12-17,侯友宜,L1-06,0.3849788022637016,2023-12-11/2023-12-17
2023-12-11/2023-12-17,侯友宜,L1-07,0.24573581196141295,2023-12-11/2023-12-17
2023-12-11/2023-12-17,柯文哲,L1-01,0.037051624188455846,2023-12-11/2023-12-17
2023-12-11/2023-12-17,柯文哲,L1-03,0.11641994653784281,2023-12-11/2023-12-17
2023-12-11/2023-12-17,柯文哲,L1-06,0.29327809282049433,2023-12-11/2023-12-17
2023-12-11/2023-12-17,柯文哲,L1-07,0.3456888911101524,2023-12-11/2023-12-17
2023-12-11/2023-12-17,赖清德,L1-01,0.05871993652605899,2023-12-11/2023-12-17
2023-12-11/2023-12-17,赖清德,L1-03,0.12145317681031972,2023-12-11/2023-12-17
